endpoint,panel,mode,split,fold,n_train,n_test,n_positive_test,n_scaffolds_test,roc_auc,pr_auc,mcc,f1,balanced_acc,n_total,n_positive,n_decoy,n_measured_inactive_train
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,14764,1640,422,1000.0,0.9967062000482494,0.9919304751826412,0.9552111768792027,0.9666666666666667,0.9761165456540518,16404,4101,12188,115
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,14764,1640,374,1000.0,0.9974613714507776,0.9912554369521683,0.9441053994575934,0.9560439560439561,0.9628709734647845,16404,4101,12188,115
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,14764,1640,410,1000.0,0.9996093595082292,0.9988482929573954,0.9673617501867887,0.9751861042183623,0.9780487804878049,16404,4101,12188,115
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,9648,1072,268,,0.9925187495359026,0.9872755820655396,0.9574933855370795,0.9676190476190476,0.9720149253731343,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,9648,1072,268,,0.9943658572807603,0.9898550412413653,0.942506208930745,0.9555125725338491,0.9595771144278606,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,9648,1072,268,,0.9984359916833742,0.9950523319126453,0.9423799456061764,0.9563567362428842,0.9657960199004976,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,9648,1072,268,,0.9979440484146431,0.9966005148494365,0.9725465428142651,0.9792060491493384,0.9819651741293531,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,9648,1072,268,,0.9967930868047821,0.9932123778938464,0.942506208930745,0.9555125725338491,0.9595771144278606,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,9648,1072,268,,0.9951455409519567,0.9888072192510596,0.9372953493000088,0.9521988527724665,0.960820895522388,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,9648,1072,268,,0.9960876587213188,0.9914609604705603,0.9549952003159595,0.9660377358490566,0.9738805970149254,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,9648,1072,268,,0.9953172569985892,0.989450569628499,0.9322554007111457,0.9479768786127167,0.9558457711442786,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,9648,1072,268,,0.996045889953219,0.9906652182699323,0.9423549733178226,0.9560229445506692,0.9633084577114428,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,9648,1072,268,,0.9959623524170194,0.991803451964751,0.9524473070889262,0.9638095238095238,0.9695273631840796,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,9648,1072,307,688.0,0.995610057269379,0.9902249554908703,0.9287805296882522,0.948073701842546,0.956336888718571,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,9648,1072,272,690.0,0.9895036764705882,0.9808021078380832,0.8756511754109827,0.9,0.9117279411764705,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,9648,1072,246,690.0,0.9934447528494655,0.9857393407369801,0.928188902424138,0.9424307036247335,0.947976338116892,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,9648,1072,257,690.0,0.9913776228784226,0.9851979233586223,0.9199543512608965,0.9366053169734151,0.9436848010312477,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,9648,1072,271,690.0,0.9947390485140807,0.9865714455920186,0.8999731468799557,0.9224806201550387,0.9347448530665081,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,9648,1072,286,690.0,0.9895282834214132,0.9815840613842741,0.8893063205558859,0.914179104477612,0.9251410167440701,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,9648,1072,251,690.0,0.993181961556939,0.9843302962674335,0.9106191417181162,0.9282700421940928,0.936419971757307,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,9648,1072,256,690.0,0.9902439491421569,0.9793546147329633,0.8644565350348595,0.8888888888888888,0.9037990196078431,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,9648,1072,273,690.0,0.9952688112888363,0.9888066468258537,0.9105824858455427,0.9310344827586207,0.9413002516882367,10720,2680,7936,104
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,9648,1072,261,690.0,0.9948552234363706,0.9884648873541475,0.9286444947623536,0.9437751004016064,0.948958525258538,10720,2680,7936,104
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,2156,240,60,,1.0,1.0,1.0,1.0,1.0,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,2156,240,60,,1.0,1.0,0.9888885440160523,0.9915966386554622,0.9916666666666667,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,2156,240,60,,1.0,1.0,0.9888885440160523,0.9915966386554622,0.9916666666666667,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,2156,240,60,,1.0,1.0,1.0,1.0,1.0,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,2156,240,60,,1.0,1.0,1.0,1.0,1.0,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,2156,240,60,,1.0,1.0,0.9782582722940951,0.9836065573770492,0.9944444444444445,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,2157,239,60,,0.9998137802607076,0.9994489981785065,0.978227568834668,0.9836065573770492,0.994413407821229,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,2157,239,60,,1.0,1.0,1.0,1.0,1.0,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,2157,239,60,,1.0,1.0,0.9888732832726196,0.9915966386554622,0.9916666666666667,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,2157,239,59,,1.0,0.9999999999999998,1.0,1.0,1.0,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,2156,240,70,174.0,1.0,0.9999999999999998,1.0,1.0,1.0,2396,599,1784,13
CGRP,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,2156,240,75,176.0,0.9995959595959596,0.999136302294197,0.9613846030749534,0.9726027397260274,0.9733333333333334,2396,599,1784,13
