endpoint,panel,mode,split,fold,n_train,n_test,n_positive_test,n_scaffolds_test,roc_auc,pr_auc,mcc,f1,balanced_acc,n_total,n_positive,n_decoy,n_measured_inactive_train
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,432,48,12,,0.9537037037037037,0.916996891996892,0.7777777777777778,0.8333333333333334,0.8888888888888888,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,432,48,12,,0.9930555555555555,0.9833333333333333,0.8888888888888888,0.9166666666666666,0.9444444444444444,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,432,48,12,,0.9722222222222223,0.9340372046254399,0.6880329612324521,0.7692307692307693,0.8611111111111112,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,432,48,12,,0.9722222222222222,0.9213594276094276,0.8299275201966066,0.8695652173913043,0.9027777777777778,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,432,48,12,,0.9907407407407407,0.9791666666666666,0.9444002816030351,0.9565217391304348,0.9583333333333333,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,432,48,12,,0.9768518518518519,0.9031054593554594,0.8888888888888888,0.9166666666666666,0.9444444444444444,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,432,48,21,19.0,0.9312169312169313,0.9206968205431278,0.6672668106157719,0.8181818181818182,0.8359788359788359,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,432,48,29,23.0,0.9909255898366607,0.9949290060851925,0.9577271946177287,0.9824561403508771,0.9827586206896552,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,432,48,5,38.0,0.9069767441860466,0.6166666666666667,0.4060493248096587,0.4444444444444444,0.7953488372093023,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,432,48,11,38.0,0.961916461916462,0.7810786435786434,0.754039500673253,0.8,0.8501228501228502,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,432,48,5,39.0,0.9860465116279069,0.925,0.7624928516630234,0.7692307692307693,0.9651162790697674,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,432,48,5,39.0,0.9813953488372094,0.8761904761904762,0.6374499938933154,0.6666666666666666,0.7883720930232558,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,432,48,14,39.0,0.9390756302521008,0.909948186733901,0.5739440431835514,0.6363636363636364,0.7352941176470589,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,432,48,11,39.0,0.9508599508599509,0.9045568466621099,0.8201995322647244,0.8421052631578947,0.8636363636363636,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,432,48,10,39.0,0.9736842105263157,0.9121503496503498,0.7341303483857976,0.7777777777777778,0.8368421052631578,480,120,229,131
GBA1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,432,48,9,40.0,0.9629629629629629,0.8317340067340069,0.31697765506131054,0.3333333333333333,0.5982905982905983,480,120,229,131
GluA2,Binder classifier,measured_labels_holdout,random,1,164,19,10,,0.7888888888888889,0.8624254830137182,0.4777777777777778,0.7368421052631579,0.7388888888888889,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,2,164,19,10,,0.8666666666666667,0.8693578643578642,0.4777777777777778,0.7368421052631579,0.7388888888888889,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,3,164,19,10,,0.9,0.9187698412698412,0.5955432118425306,0.7777777777777778,0.7944444444444444,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,4,165,18,9,,0.925925925925926,0.941919191919192,0.4472135954999579,0.7368421052631579,0.7222222222222222,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,5,165,18,9,,0.8765432098765431,0.9230210602759623,0.6708203932499369,0.8421052631578947,0.8333333333333333,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,6,165,18,9,,0.9135802469135803,0.9280303030303032,0.5698028822981898,0.8,0.7777777777777777,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,7,165,18,10,,0.775,0.8511752136752135,0.325,0.7,0.6625,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,8,165,18,10,,0.875,0.9085317460317459,0.6708203932499369,0.8421052631578947,0.8375,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,9,165,18,10,,0.825,0.8849450549450548,0.55,0.8,0.775,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,random,10,165,18,10,,0.85,0.9094444444444444,0.775,0.9,0.8875,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,1,164,19,19,1.0,,,0.0,0.9444444444444444,0.8947368421052632,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,2,164,19,5,9.0,0.6428571428571429,0.35930402930402927,0.28690229202651557,0.5,0.6571428571428571,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,3,164,19,12,10.0,0.8452380952380952,0.9212454212454213,0.2326210525996177,0.6956521739130435,0.6190476190476191,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,4,165,18,11,9.0,1.0,1.0,1.0,1.0,1.0,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,5,165,18,7,9.0,0.7987012987012987,0.7835884353741496,0.44320263021395917,0.4444444444444444,0.6428571428571428,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,6,165,18,8,9.0,1.0,1.0,0.7905694150420948,0.8571428571428571,0.875,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,7,165,18,6,9.0,0.6111111111111112,0.6435185185185185,0.35082320772281167,0.5454545454545454,0.6666666666666667,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,8,165,18,9,9.0,0.691358024691358,0.7291144041144042,0.0,0.5263157894736842,0.5,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,9,165,18,14,9.0,0.9642857142857143,0.9910714285714285,0.4780914437337575,0.896551724137931,0.7142857142857143,183,97,0,86
GluA2,Binder classifier,measured_labels_holdout,scaffold,10,165,18,6,10.0,0.375,0.34108309990662933,-0.2357022603955158,0.26666666666666666,0.375,183,97,0,86
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,3254,362,91,,0.9991890028790398,0.9977396539630583,0.9485957932495113,0.96,0.9615384615384616,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,3254,362,91,,0.999959450143952,0.9998805542283802,0.9632935089868111,0.9717514124293786,0.9725274725274725,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,3254,362,91,,0.9963910628117271,0.9920733556183926,0.977980068733088,0.9832402234636871,0.9835164835164836,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,3254,362,91,,0.9987429544625116,0.9968406593406592,0.977980068733088,0.9832402234636871,0.9835164835164836,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,3254,362,90,,0.9991830065359477,0.9972595738982533,0.9553983008632597,0.9659090909090909,0.9703839869281046,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,3254,362,90,,0.9974673202614379,0.9913355428117069,0.955411001103105,0.9662921348314607,0.9741013071895426,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,3255,361,90,,0.9993849938499385,0.9983027162022504,0.9629823174073819,0.9714285714285714,0.9722222222222222,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,3255,361,90,,0.9876588765887658,0.9781822357273078,0.9702842638898617,0.9775280898876404,0.9814883148831488,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,3255,361,90,,0.9966789667896678,0.9924036188542885,0.9478906474883863,0.96,0.9648216482164822,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,3255,361,90,,0.9958589585895858,0.9910294803190858,0.9403280524517276,0.9545454545454546,0.9629766297662976,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,3254,362,160,210.0,0.9994430693069307,0.9993067527627912,0.9665547636466099,0.9810126582278481,0.9818997524752475,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,3254,362,109,236.0,0.999746165282663,0.9994463777285666,0.9868901406272161,0.9907407407407407,0.9908256880733946,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,3254,362,92,244.0,0.991183574879227,0.9629960634943356,0.9488355201321554,0.9617486338797814,0.9727053140096619,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,3254,362,85,245.0,0.9965173072839245,0.991174134880711,0.9302088648205242,0.9447852760736196,0.9511361223189636,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,3254,362,77,246.0,0.9980405559352928,0.9924472680283598,0.8566878781620773,0.8776978417266187,0.8943495101389838,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,3254,362,82,246.0,0.9908536585365854,0.9767238802174354,0.8799301963277244,0.9006622516556292,0.9128484320557491,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,3255,361,84,245.0,0.997636238610968,0.9936858581139449,0.9455542131221518,0.9565217391304348,0.9583333333333333,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,3255,361,85,245.0,0.9919011082693947,0.9897698025303396,0.8837869890907609,0.9032258064516129,0.9117647058823529,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,3255,361,62,245.0,0.9959003128708599,0.9904850018985737,0.9210165656124784,0.9310344827586207,0.935483870967742,3616,904,2696,16
GluN2B,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,3255,361,68,245.0,0.9983938968078699,0.9933730904096807,0.793237053687402,0.8070175438596491,0.8382352941176471,3616,904,2696,16
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,11563,1285,322,,0.9990615506665892,0.9977501307855797,0.9729833897776696,0.9795275590551181,0.9818808330592158,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,11563,1285,322,,0.9980940771269906,0.9961920540643339,0.9708856859525633,0.9779874213836478,0.9813616222596312,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,11563,1285,321,,0.9971723478238389,0.9947264133224192,0.9687769654728448,0.9765258215962441,0.9828692752161943,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,11563,1285,321,,0.9987267486201058,0.9967142583805855,0.9604064528069887,0.9696969696969697,0.9724829048228436,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,11563,1285,321,,0.999056372073784,0.9980372317223416,0.9750801862898828,0.9809523809523809,0.9813084112149533,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,11563,1285,321,,0.9921019635216711,0.9900684157436503,0.9687539572617839,0.9762282091917591,0.9787134344178592,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,11563,1285,321,,0.9979091531908842,0.9966927187910869,0.979184359482215,0.9843260188087775,0.9875405566112123,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,11563,1285,321,,0.9995184912294308,0.9986041585320237,0.9730027711096905,0.9793322734499205,0.9797507788161994,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,11564,1284,321,,0.9994565270135188,0.9985680018050557,0.9813067629253164,0.985781990521327,0.985981308411215,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,11564,1284,321,,0.9988742345280034,0.9970870775759528,0.9729195256353563,0.9794628751974723,0.9818276220145379,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,11563,1285,255,818.0,0.9982638492290119,0.9939898708848295,0.9457493915476853,0.9551020408163265,0.9583380925185607,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,11563,1285,340,824.0,0.9985216308745721,0.99656573897995,0.9760170371816733,0.9820359281437125,0.9823529411764707,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,11563,1285,317,826.0,0.9975004562400606,0.9955039669468435,0.9578940188813437,0.9678456591639871,0.9726972912375837,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,11563,1285,291,826.0,0.9946310163385813,0.9853291380220603,0.9396009521011112,0.9516994633273703,0.9560386373222151,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,11563,1285,360,826.0,0.9972102102102102,0.9966134245895619,0.9671126941367039,0.9760225669957687,0.978933933933934,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,11563,1285,354,826.0,0.9957460236547786,0.9926398618520212,0.9315593562464919,0.9484536082474226,0.9531910891029025,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,11563,1285,300,826.0,0.9862301184433164,0.9781740110962296,0.9389386515522422,0.951048951048951,0.9533333333333334,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,11563,1285,289,826.0,0.9986589958449715,0.9959946937191919,0.9641489303980675,0.9716312056737588,0.9735464348744458,12848,3212,9548,88
H3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,11564,1284,360,826.0,0.9963985088985089,0.9928241009011196,0.9516209000417766,0.9643366619115549,0.9678210678210678,12848,3212,9548,88
