endpoint,task,split,fold,n_test,n_train,n_scaffolds_test,positives_test,roc_auc,pr_auc,mcc,f1,balanced_acc,r2,rmse,mae,spearman
A2A,regression,scaffold,2,679,6106,265,,,,,,,0.6656424899829463,0.6634671026281092,0.4613347883750865,0.8167076369330832
A2A,regression,scaffold,3,679,6106,265,,,,,,,0.6330267503161577,0.6233137160986074,0.468971424742115,0.7932707019334425
A2A,regression,scaffold,4,679,6106,265,,,,,,,0.5979903394261266,0.702389630126002,0.5219968707036975,0.7609173557543428
A2A,regression,scaffold,5,679,6106,266,,,,,,,0.6029574287744761,0.6740329865059871,0.4854399928344034,0.7811059337633179
A2A,regression,scaffold,6,678,6107,265,,,,,,,0.6571489007205394,0.711743201557628,0.5495601704652147,0.8088986859941235
A2A,regression,scaffold,7,678,6107,266,,,,,,,0.5571865505515552,0.7273756340562825,0.5376842824874511,0.7175993087031748
A2A,regression,scaffold,8,678,6107,267,,,,,,,0.5604754942035637,0.7126964171589948,0.5365041515285897,0.7350709426105865
A2A,regression,scaffold,9,678,6107,267,,,,,,,0.49085478957535966,0.7564727266367405,0.551936595759206,0.6975021580243681
A2A,regression,scaffold,10,678,6107,267,,,,,,,0.483605188898543,0.7083910506109758,0.5359571502135879,0.6896578215983354
HT2A,regression,random,1,599,5390,434,,,,,,,0.6527646634032587,0.5631739154765781,0.402997380812797,0.8242667102849279
HT2A,regression,random,2,599,5390,435,,,,,,,0.6701013165756882,0.5989245992791945,0.43380738759481424,0.8315605182882102
HT2A,regression,random,3,599,5390,411,,,,,,,0.6168581408359541,0.644547157254759,0.4662073155708912,0.7965329035303428
HT2A,regression,random,4,599,5390,427,,,,,,,0.6202846074235203,0.5934859744074672,0.44690473120855195,0.7977527234893159
HT2A,regression,random,5,599,5390,415,,,,,,,0.6593293004101022,0.5930603440868422,0.4321346243985717,0.8268087752646954
HT2A,regression,random,6,599,5390,416,,,,,,,0.6259120341304749,0.6311996557291129,0.45229328501597943,0.8013456483268672
HT2A,regression,random,7,599,5390,431,,,,,,,0.6359008983632752,0.6145152592265258,0.4618693594487501,0.8060584428593704
HT2A,regression,random,8,599,5390,425,,,,,,,0.6705526448384797,0.588186136644113,0.4229445050692985,0.8222287670946994
HT2A,regression,random,9,599,5390,413,,,,,,,0.6276750255219747,0.6241450727867353,0.4453071472813804,0.8109672503805931
HT2A,regression,random,10,598,5391,425,,,,,,,0.5823981710420514,0.6380227903097117,0.4728434335977102,0.7782789678458301
HT2A,regression,scaffold,1,599,5390,223,,,,,,,0.4615926388928996,0.7247876931208531,0.5585951682733268,0.6188588457371278
HT2A,regression,scaffold,2,599,5390,225,,,,,,,0.4583160398071242,0.7388561352730557,0.541107026690369,0.6989063559151697
HT2A,regression,scaffold,3,599,5390,225,,,,,,,0.5739517950113133,0.5884164706811178,0.43723657707259034,0.7578736400690453
HT2A,regression,scaffold,4,599,5390,226,,,,,,,0.5236848885980587,0.6770832325720528,0.4960114165794479,0.7276054231077902
HT2A,regression,scaffold,5,599,5390,226,,,,,,,0.4238759498443754,0.779205471173243,0.5421716462899622,0.6986263664785031
HT2A,regression,scaffold,6,599,5390,226,,,,,,,0.5098802453498601,0.6980945192857059,0.518201691363836,0.7266858317025017
HT2A,regression,scaffold,7,599,5390,226,,,,,,,0.5428443434106833,0.7172698532521464,0.5383517598714741,0.7460140100904428
HT2A,regression,scaffold,8,599,5390,226,,,,,,,0.42231282441483287,0.7947769905946186,0.5790647304603362,0.6956896950416441
HT2A,regression,scaffold,9,599,5390,226,,,,,,,0.5363044317912599,0.7106205354604785,0.520473499355325,0.7439206880284732
HT2A,regression,scaffold,10,598,5391,225,,,,,,,0.4490304779535951,0.7581967554420483,0.5549857291583216,0.7017423732992706
SERT,regression,random,1,458,4114,300,,,,,,,0.6195806527843334,0.6405356256685265,0.4742164698036679,0.7691144412672569
SERT,regression,random,2,458,4114,295,,,,,,,0.5504587613083791,0.6899577466902923,0.5095326485399206,0.7316470086383435
SERT,regression,random,3,457,4115,273,,,,,,,0.5989211274581621,0.6059830076674282,0.4643984052841761,0.7553077476523686
SERT,regression,random,4,457,4115,273,,,,,,,0.6231226958925964,0.6553662708670923,0.48681241279190457,0.7969274158319376
SERT,regression,random,5,457,4115,292,,,,,,,0.63701382006221,0.6222351450568518,0.47132969067238023,0.7704946482296658
SERT,regression,random,6,457,4115,305,,,,,,,0.5614401359812982,0.6486717516718543,0.4878747609844933,0.7438270364741023
SERT,regression,random,7,457,4115,275,,,,,,,0.5891326382975053,0.7071291814977526,0.5210885805657997,0.7743409119935364
SERT,regression,random,8,457,4115,287,,,,,,,0.6167308669618954,0.6448573372362604,0.4765806510531394,0.7908838683465442
SERT,regression,random,9,457,4115,283,,,,,,,0.5545683351267381,0.6650353615322845,0.4923375311358469,0.7452677619376635
SERT,regression,random,10,457,4115,299,,,,,,,0.6652531732406469,0.5998480143723058,0.43795928097324116,0.8256407735739415
SERT,regression,scaffold,1,458,4114,145,,,,,,,0.2863949723448189,0.7919655722876796,0.5850846732007079,0.6108209441824727
SERT,regression,scaffold,2,458,4114,145,,,,,,,0.13519789895886747,1.0379853144348237,0.7714712380723353,0.43341042394825513
SERT,regression,scaffold,3,457,4115,146,,,,,,,0.3976820800751868,0.6812637347722105,0.5175302090395042,0.5939160677976311
SERT,regression,scaffold,4,457,4115,146,,,,,,,0.3052070385091873,0.8163273174223735,0.621424564998459,0.5665905861112144
SERT,regression,scaffold,5,457,4115,146,,,,,,,0.3344703049000044,0.8775888786438378,0.6575999557590083,0.6379314230704093
SERT,regression,scaffold,6,457,4115,146,,,,,,,0.4633151854807285,0.718857401927205,0.5562785132635014,0.6789685016681158
SERT,regression,scaffold,7,457,4115,146,,,,,,,0.4313476058120471,0.8751078338675867,0.681697415224313,0.6580665811997061
SERT,regression,scaffold,8,457,4115,146,,,,,,,0.5329466886379022,0.6653415858171768,0.5189143975458049,0.6854491153681062
SERT,regression,scaffold,9,457,4115,146,,,,,,,0.4771645392988271,0.7554458940542437,0.5632618470510364,0.7214460606304041
SERT,regression,scaffold,10,457,4115,147,,,,,,,0.520958377710284,0.7098344998696693,0.5648230376086656,0.6593693322306593
antioxidant_DPPH,regression,random,1,287,2575,194,,,,,,,0.6912325323119153,0.4343200486517428,0.2892155953536083,0.8351859632996749
antioxidant_DPPH,regression,random,2,287,2575,189,,,,,,,0.5185675850110683,0.5655947246279642,0.3684710328743155,0.7525730513344215
antioxidant_DPPH,regression,random,3,286,2576,194,,,,,,,0.7030967959714911,0.402329725028445,0.2748715207593959,0.8254877710392557
antioxidant_DPPH,regression,random,4,286,2576,187,,,,,,,0.7251695249243619,0.4589384944454551,0.30762708434793373,0.8449176715171459
antioxidant_DPPH,regression,random,5,286,2576,194,,,,,,,0.7111578769551447,0.40977102323046466,0.26917281787636793,0.8403121331421441
antioxidant_DPPH,regression,random,6,286,2576,197,,,,,,,0.6880155689879812,0.4483027790619302,0.31262684412453307,0.7998089522494125
antioxidant_DPPH,regression,random,7,286,2576,196,,,,,,,0.630775493076364,0.49423137228581576,0.3202917715633342,0.7314082020247681
antioxidant_DPPH,regression,random,8,286,2576,198,,,,,,,0.7353355038796638,0.37022575120408135,0.2554193042491188,0.8268415138406664
antioxidant_DPPH,regression,random,9,286,2576,192,,,,,,,0.6657287754970607,0.4515452886136709,0.3182531879877796,0.8109564866447526
antioxidant_DPPH,regression,random,10,286,2576,200,,,,,,,0.6202434393712593,0.48785780466375855,0.3209615920163187,0.8034105472578897
antioxidant_DPPH,regression,scaffold,1,287,2575,83,,,,,,,0.40365907167594073,0.5835199452906472,0.41440064922002,0.7271552385698432
antioxidant_DPPH,regression,scaffold,2,287,2575,93,,,,,,,0.34132628240664276,0.6029926300899265,0.40956198731259746,0.6452812680038199
antioxidant_DPPH,regression,scaffold,3,286,2576,92,,,,,,,0.46576121210924826,0.5087726417840474,0.35636978108783085,0.7210439623446007
antioxidant_DPPH,regression,scaffold,4,286,2576,93,,,,,,,0.5140497531479232,0.5619170872665734,0.43180412035271476,0.7471034565873667
antioxidant_DPPH,regression,scaffold,5,286,2576,93,,,,,,,0.38821884870089174,0.7075742495523097,0.4739274370364458,0.5845332604195028
antioxidant_DPPH,regression,scaffold,6,286,2576,93,,,,,,,0.44487699284133064,0.5553883882962789,0.421677224718743,0.6281684079101586
antioxidant_DPPH,regression,scaffold,7,286,2576,93,,,,,,,0.5682299999925008,0.5387408042120546,0.3620717597141616,0.7951899714678302
antioxidant_DPPH,regression,scaffold,8,286,2576,93,,,,,,,0.4441794006058165,0.5195527841528451,0.3673512328138407,0.6193979926893378
antioxidant_DPPH,regression,scaffold,9,286,2576,93,,,,,,,0.2305102361515199,0.6774695279444524,0.5026798105418825,0.4466976804564795
antioxidant_DPPH,regression,scaffold,10,286,2576,93,,,,,,,0.5363462570810034,0.6113313970677622,0.4372886140805151,0.5871025156846134
