endpoint,task,split,fold,n_train,n_test,roc_auc,pr_auc,mcc,f1,balanced_acc,r2,rmse,mae,spearman
HT2A,regression,scaffold,1,5467,608,,,,,,0.5622624338341284,0.7543123256918292,0.5744570635879257,0.7255991910873092
HT2A,regression,scaffold,2,5467,608,,,,,,0.5368695371966417,0.8015600819110184,0.6116265821366513,0.7444716658917612
HT2A,regression,scaffold,3,5467,608,,,,,,0.5937751654409269,0.8264272938847442,0.5943570001375633,0.7929508956604003
HT2A,regression,scaffold,4,5467,608,,,,,,0.6211641098968408,0.8807575215856245,0.6771854399246736,0.7990908421457504
HT2A,regression,scaffold,5,5467,608,,,,,,0.6073179501321284,0.7203540863948121,0.5205008509551182,0.7832937915511833
HT2A,regression,scaffold,6,5468,607,,,,,,0.42028380518521125,0.9043814170826919,0.6475772094089708,0.6226451782122799
HT2A,regression,scaffold,7,5468,607,,,,,,0.509370231801741,0.8759694038745507,0.6419261407642559,0.7543656635680863
HT2A,regression,scaffold,8,5468,607,,,,,,0.5074639421475259,0.8479980726458974,0.639127803851489,0.7052187823760216
HT2A,regression,scaffold,9,5468,607,,,,,,0.6397761033597948,0.7642317691127862,0.5669927842687239,0.8006391750947712
HT2A,regression,scaffold,10,5468,607,,,,,,0.5613696782133849,0.7150832780611771,0.5235982256487871,0.7363299835975554
SERT,regression,random,1,4031,448,,,,,,0.7101375397615538,0.7076698228704036,0.5329444785453055,0.8087490002179039
SERT,regression,random,2,4031,448,,,,,,0.7137285822301871,0.6793754168372416,0.5147648935833927,0.8192210518759321
SERT,regression,random,3,4031,448,,,,,,0.6481255007618905,0.7332396244313287,0.5244370778391788,0.8017042511533513
SERT,regression,random,4,4031,448,,,,,,0.7079538682567292,0.6548675931368937,0.47831789612459524,0.8285198936295376
SERT,regression,random,5,4031,448,,,,,,0.6737257470520086,0.7409100552868303,0.5260162873111927,0.8128680018460481
SERT,regression,random,6,4031,448,,,,,,0.6973270090373591,0.6985903179357784,0.5189352550481511,0.824644043445432
SERT,regression,random,7,4031,448,,,,,,0.6647605525623417,0.7143615065632734,0.5301561759993477,0.80031893687989
SERT,regression,random,8,4031,448,,,,,,0.6720174695290899,0.729023099801586,0.50975157736046,0.8227429398010615
SERT,regression,random,9,4031,448,,,,,,0.6729871651313322,0.7329613286866422,0.5166236013882675,0.8062533295258896
SERT,regression,random,10,4032,447,,,,,,0.7359508480798759,0.6728583666389442,0.48679273636569337,0.8535219205784532
SERT,regression,scaffold,1,4031,448,,,,,,0.40096391706274503,0.905344260470284,0.6936980004322834,0.6421382771036462
SERT,regression,scaffold,2,4031,448,,,,,,0.25425004174757826,1.050019250161813,0.7698585686275116,0.5305298311124836
SERT,regression,scaffold,3,4031,448,,,,,,0.5447918845429063,0.8249747876530771,0.6289971164128116,0.7024535659005888
SERT,regression,scaffold,4,4031,448,,,,,,0.5667651280888741,0.9568805743504958,0.7211406223480658,0.8082572295424589
SERT,regression,scaffold,5,4031,448,,,,,,0.39005723823646765,1.0940613207263248,0.7251907686798672,0.6923070198583287
SERT,regression,scaffold,6,4031,448,,,,,,0.49975194231984943,0.928349281967443,0.6694656012771024,0.718407625204634
SERT,regression,scaffold,7,4031,448,,,,,,0.5509681865648257,0.8871951124351766,0.6512620391094933,0.7530634540005884
SERT,regression,scaffold,8,4031,448,,,,,,0.5279486849424491,0.7500055049614603,0.5597122346583024,0.7667007370417658
SERT,regression,scaffold,9,4031,448,,,,,,0.40018187985828013,0.9021508690448581,0.6765464359821107,0.6736731608648958
SERT,regression,scaffold,10,4032,447,,,,,,0.47623142036476007,0.8445144868033463,0.6366799068489821,0.6816613813355573
antioxidant_DPPH,regression,random,1,2503,279,,,,,,0.6982651622571954,0.45070789379807363,0.304242069303442,0.8242698519181858
antioxidant_DPPH,regression,random,2,2503,279,,,,,,0.6623914873510308,0.4675288207440433,0.3062906738165742,0.8256636629429075
antioxidant_DPPH,regression,random,3,2504,278,,,,,,0.6311077938511105,0.48198807065858823,0.3054218272119446,0.7838782651204987
antioxidant_DPPH,regression,random,4,2504,278,,,,,,0.6697987147846375,0.4744631765216608,0.3324079716015016,0.811558777564156
antioxidant_DPPH,regression,random,5,2504,278,,,,,,0.5842693336394948,0.45870133117881545,0.3066899984612669,0.7716264240864495
antioxidant_DPPH,regression,random,6,2504,278,,,,,,0.6386556904644978,0.44268889290374,0.29991617602662013,0.7814556736774925
antioxidant_DPPH,regression,random,7,2504,278,,,,,,0.7047246642940819,0.4544716578364256,0.31283339584669206,0.8334754902128951
antioxidant_DPPH,regression,random,8,2504,278,,,,,,0.743270529056592,0.4239402854710979,0.2875907589687801,0.8575109897698211
antioxidant_DPPH,regression,random,9,2504,278,,,,,,0.5849734584776507,0.47421309303854164,0.32923304046297625,0.7761889290326415
antioxidant_DPPH,regression,random,10,2504,278,,,,,,0.6711890245322747,0.47966442229361145,0.305660135291663,0.7987453695237242
antioxidant_DPPH,regression,scaffold,1,2503,279,,,,,,0.5292822046098956,0.6077320253070116,0.4248827904956212,0.7800032759489207
antioxidant_DPPH,regression,scaffold,2,2503,279,,,,,,0.5016207771253085,0.745597602454529,0.485743655300408,0.6933682638951468
antioxidant_DPPH,regression,scaffold,3,2504,278,,,,,,0.46538568980007144,0.5508976341061577,0.4232420021337376,0.5556548957576465
antioxidant_DPPH,regression,scaffold,4,2504,278,,,,,,0.5186622262051266,0.5841808997441134,0.3817625571683315,0.7165611345615058
antioxidant_DPPH,regression,scaffold,5,2504,278,,,,,,0.4488587533949643,0.5007996779432118,0.3601742252018729,0.6112080812843635
antioxidant_DPPH,regression,scaffold,6,2504,278,,,,,,0.3967500410311029,0.6818419953467824,0.5093835056717193,0.7067807868249799
antioxidant_DPPH,regression,scaffold,7,2504,278,,,,,,0.5262155704467384,0.5079039889020622,0.36943162726200024,0.6889826282412629
antioxidant_DPPH,regression,scaffold,8,2504,278,,,,,,0.432195896117314,0.5232391663127423,0.38607894464212256,0.6682339749681319
antioxidant_DPPH,regression,scaffold,9,2504,278,,,,,,0.2867206770141044,0.5470028748844958,0.38406043585588473,0.5661057914364138
antioxidant_DPPH,regression,scaffold,10,2504,278,,,,,,0.046834540981320893,0.6154002774383246,0.46337292112653594,0.41280341575380297
