inchikey,canonical_smiles,name,BBB_label,BBB_pchembl,AChE_label,AChE_pchembl,BChE_label,BChE_pchembl,BACE1_label,BACE1_pchembl,GSK3B_label,GSK3B_pchembl,MAO_A_label,MAO_A_pchembl,MAO_B_label,MAO_B_pchembl,D2_label,D2_pchembl,A2A_label,A2A_pchembl,HT2A_label,HT2A_pchembl,SERT_label,SERT_pchembl,hERG_label,hERG_pchembl,antioxidant_pIC50,n_endpoints_measured,role,sources,clinical_max_phase,atc,disease,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
XLOQNFNTQIRSOX-ZDUSSCGKSA-N,CC(=O)c1ccc2c(c1)N(C[C@H](C)N(C)C)c1ccccc1S2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,326.46,4.442,23.55,0,4,4,2,0.316,0.775
XLPDEXDTJMFWSC-NVXWUHKLSA-N,CCCN1CCC[C@@H]2c3cc4c(cc3CC[C@H]21)CCO4,,,,,,,,,,,,,,,,1.0,6.3,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,271.4,3.526,12.47,0,2,2,1,0.667,0.816
XLPDJMHOTMAAOH-UHFFFAOYSA-N,CCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,,,,,,,,,,,,,,,,,,1.0,7.22,,,,,,,,1,training_label,ChEMBL_37,,,,False,406.38,3.537,115.17,2,6,4,5,0.105,0.472
XLPSCOCJCGVPTM-AAEUAGOBSA-N,COc1cc(F)ccc1-c1cnc2sc(N3CC[C@H](O)[C@@H](N)C3)nn12,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.54,,1,training_label,ChEMBL_37,,,,False,363.42,1.504,88.91,2,7,3,3,0.375,0.733
XLPSCOCJCGVPTM-WCQYABFASA-N,COc1cc(F)ccc1-c1cnc2sc(N3CC[C@@H](O)[C@@H](N)C3)nn12,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.94,,1,training_label,ChEMBL_37,,,,False,363.42,1.504,88.91,2,7,3,3,0.375,0.733
XLPXZQXOEIJBPP-DRXONWLQSA-N,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccc(Cl)cc3)cc1C21N=C(N)N(C)O1,,,,,,,,1.0,6.98,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,427.93,4.608,69.31,1,6,3,2,0.435,0.774
XLQBEFDDABBVKQ-IZZDOVSWSA-N,Cc1ccc(/C=C/C(=O)c2ccc(-n3ccnc3)cc2)cc1,,,,,,,,,,,,,,1.0,6.5,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,True,288.35,4.077,34.89,0,2,4,3,0.053,0.535
XLQSAYDDCSLSMI-UHFFFAOYSA-N,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cnccc4CN4CCCC4)n3)cc2)CC1,,,,,,,,,,1.0,9.66,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,536.66,1.905,137.65,2,9,7,3,0.385,0.464
XLQVMWUFCABLFZ-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCCC3)cc1)C2,,,,1.0,6.39,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,381.47,3.876,48.0,0,5,6,2,0.435,0.76
XLRANLHGLPKJGF-UHFFFAOYSA-N,CCOC(=O)N1CCN(Cc2noc(-c3cc(Cl)ccc3F)n2)CC1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.51,,1,training_label,ChEMBL_37,,,,False,368.8,2.803,71.7,0,6,4,2,0.438,0.826
XLRIFEVENZWILX-UHFFFAOYSA-N,CCCCOc1ccc(C2=NN(C(N)=S)C(c3ccccc3)C2)cc1,,,,,,,,,,,,,,1.0,6.42,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,353.49,4.26,50.85,1,3,6,2,0.3,0.623
XLRRYRJJRDMOHP-UHFFFAOYSA-N,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,,,,1.0,7.1,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,340.43,1.129,91.26,2,7,7,1,0.556,0.568
XLSDMIVWGMAJHD-UHFFFAOYSA-N,CN(CCCOc1ccc2cc(-c3ccc(Cl)cc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,,,,1.0,6.05,1.0,8.46,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,639.19,8.516,81.01,1,6,15,5,0.263,0.091
XLSHBFBIJJWDBN-UHFFFAOYSA-N,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C(C)(O)CF)CC3)nc12,,,,,,,,,,,,,,,,,,1.0,7.42,,,,,,,,1,training_label,ChEMBL_37,,,,False,452.55,3.106,87.16,2,7,5,2,0.619,0.725
XLSSARDYBBWOGO-UHFFFAOYSA-N,CCN1CCN(c2ccc3c(c2)-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,,,,,,,,,,,,,,,,,,1.0,7.94,,,,,,,,1,training_label,ChEMBL_37,,,,False,385.47,3.079,75.35,1,6,3,3,0.261,0.584
XLSYZSRXVVCHLS-UHFFFAOYSA-N,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,,,,,,,,,,1.0,8.1,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,545.64,2.421,115.06,3,8,8,3,0.414,0.309
XLTCCJIUIMYSBX-GZTJUZNOSA-N,COc1ccc(/C=N/N=C(\S)Cc2ccccc2)c(O)c1,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,1,training_label,ChEMBL_37,,,,False,300.38,3.306,54.18,2,4,5,2,0.125,0.385
XLTFNNCXVBYBSX-UHFFFAOYSA-N,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1,training_label,ChEMBL_DPPH,,,,True,284.27,2.88,79.9,2,5,2,3,0.062,0.756
XLTKBDZXXGQCSC-TWGQIWQCSA-N,COc1ccc(/C=C2\NC(=O)NC2=O)cc1,,,,,,,,,,0.0,4.85,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,218.21,0.876,67.43,2,3,2,1,0.091,0.572
XLTSMXXGRIGBEL-LJQANCHMSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(NC(=O)c4ccc(N(C)C)cc4)c4c3OCO4)c3c(N)ncnc32)C1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.83,,1,training_label,ChEMBL_37,,,,False,554.61,3.472,140.73,2,9,6,4,0.276,0.343
XLUDZYWMVYQLKO-UHFFFAOYSA-N,COc1ccc2c(c1)c(C1=C(c3ccccc3[N+](=O)[O-])C(=O)NC1=O)cn2CCCn1ccnc1,,,,,,,,,,1.0,7.47,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,471.47,3.412,121.29,1,6,8,4,0.16,0.239
XLUMZSYLTYVSAH-RZDIXWSQSA-N,O=C(O)C[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(C(F)(F)F)cnc5[nH]4)cn3)CC2)CC1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.92,,1,training_label,ChEMBL_37,,,,False,503.53,5.058,104.23,2,6,6,3,0.52,0.485
XLUZUHKYTNQIGF-PMPJFHHKSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,4.609,1,training_label,ChEMBL_DPPH,,,,True,474.6,7.669,79.9,2,5,10,3,0.3,0.233
XLVKCYQLOWJBHS-NTUHNPAUSA-N,NC/C=C(/F)COc1ccc(C(=O)N2CCCC2)cc1,,,,,,,,,,,,,,0.0,4.96,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,278.33,2.114,55.56,1,3,5,1,0.4,0.897
XLVPNYUXEMZIGX-UHFFFAOYSA-N,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ccc4c3)c2n1,,,,,,,,,,,,,,,,,,1.0,8.96,,,,,,,,1,training_label,ChEMBL_37,,,,False,331.34,2.593,111.44,2,6,3,5,0.059,0.525
XLVZTPFZKIHPPD-WFCPMTAMSA-N,N#Cc1ccc2c(c1)CN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3c[nH]c4ccccc34)CC1)CC2,,,,,,,,,,,,,,,,1.0,6.9,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,452.6,5.176,71.92,2,3,6,3,0.379,0.507
XLWGGHNMHFSNAQ-UHFFFAOYSA-N,COc1cccc(CN(C)CCCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,,,,,,0.0,4.75,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,417.51,5.246,51.91,0,5,9,4,0.269,0.212
XLWHXYIBDSIBJP-FCHUYYIVSA-N,CC(C)COc1ccc(OC(=O)N(Cc2ccc(F)cc2)[C@@H]2CCNC[C@@H]2F)cc1,,,,,,,,,,,,,,,,,,,,1.0,7.4,,,,,,1,training_label,ChEMBL_37,,,,False,418.48,4.562,50.8,1,4,7,2,0.435,0.716
XLWHXYIBDSIBJP-YADHBBJMSA-N,CC(C)COc1ccc(OC(=O)N(Cc2ccc(F)cc2)[C@H]2CCNC[C@H]2F)cc1,,,,,,,,,,,,,,,,,,,,1.0,7.4,,,,,,1,training_label,ChEMBL_37,,,,False,418.48,4.562,50.8,1,4,7,2,0.435,0.716
XLWMSPHJQIPEOR-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCCc2cn(-c3ccccc3OC)nn2)CC1,,,,,,,,,,,,,,,,1.0,7.2,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,435.57,3.82,55.65,0,6,10,3,0.44,0.451
XLXCMWODNIWATL-UHFFFAOYSA-N,N#Cc1cccc(-c2nc(N)c3cc(Cc4ccccc4Cl)sc3n2)c1,,,,,,,,,,,,,,,,,,1.0,8.85,,,,,,,,1,training_label,ChEMBL_37,,,,False,376.87,5.056,75.59,1,5,3,4,0.05,0.542
XLXGCCQVQSFTIR-UHFFFAOYSA-N,CN(C(=O)c1ccc(C2CC2N)cc1)c1ccccc1,,,,,,,,,,,,1.0,6.6,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,266.34,2.778,46.33,1,2,3,2,0.235,0.928
XLXMVDANDBLJOJ-RPBOFIJWSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3n(C)c2=O)[nH]1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.96,,1,training_label,ChEMBL_37,,,,False,531.7,4.747,100.09,2,5,11,3,0.548,0.348
XLXSAKCOAKORKW-AQJXLSMYSA-N,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,1182.31,-4.387,474.63,16,15,31,4,0.473,0.013
XLYBIDWGRCVKEW-CQSZACIVSA-N,CN(C)Cc1ccc(CSCCN[C@H]2N=CC=C2[N+](=O)[O-])o1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,324.41,1.735,83.91,1,7,9,1,0.5,0.423
XLYBIDWGRCVKEW-UHFFFAOYSA-N,CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,324.41,1.735,83.91,1,7,9,1,0.5,0.423
XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,18.02,-0.825,31.5,0,0,0,0,0.0,0.328
XLYRRJFZVKDMFE-UAPYVXQJSA-N,O=C(CC(F)(F)F)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,,,,,,,,,,,,,,,,1.0,6.46,,,1.0,7.47,,,,,,2,training_label,ChEMBL_37,,,,False,438.53,4.818,41.57,1,3,6,1,0.708,0.693
XLYVQVWMTOLDNL-ZROIWOOFSA-N,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],,,,,,,,,,1.0,7.89,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,332.32,3.478,100.92,2,4,3,3,0.0,0.435
XLZKWRHITDAXOX-UHFFFAOYSA-N,Cn1cc(C(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c2ccccc21,,,,1.0,7.96,1.0,6.69,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,503.09,7.051,58.95,2,3,10,4,0.4,0.228
XLZMPDBDSOQRLV-HZFUHODCSA-N,CCOCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,,,,,,,,1.0,8.165,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,592.81,5.255,105.6,3,8,12,3,0.545,0.264
XLZPYWFUNBTRGV-VQTJNVASSA-N,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccn(C(=O)OCc3ccccc3)c2)cc1,,,,,,,,,,,,1.0,6.96,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,375.43,3.74,86.35,2,4,5,3,0.182,0.711
XLZXWDOHDWIAJA-RBZQAINGSA-N,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCC2(CCOC2=O)CC1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.34,,1,training_label,ChEMBL_37,,,,False,448.56,3.253,78.87,2,5,5,2,0.481,0.687
XMABALKLBVDHMN-UHFFFAOYSA-N,O=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc2cc[nH]c2c1,,,,1.0,6.29,1.0,8.87,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,428.54,5.576,79.04,3,4,7,4,0.308,0.336
XMADFSDPKTZGLY-MXVIHJGJSA-N,CN(C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1,,,,,,,,,,,,,,,,1.0,9.04,,,1.0,8.97,,,,,,2,training_label,ChEMBL_37,,,,False,483.71,5.275,51.71,1,6,6,3,0.52,0.519
XMAJTXQDFFTSRK-SFTDATJTSA-N,C[C@@]1(c2sc(-c3ccnc(-c4ccco4)c3)cc2Cl)CS(=O)(=O)[C@]2(CCOC2)C(=N)N1,,,,,,,,1.0,7.34,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,478.0,4.093,105.28,2,7,3,3,0.333,0.588
XMAPBJPEIYNSKF-NHFJDJAPSA-N,O=C(NC(CS)C(=O)N(C(=O)NC1CCCCC1)C1CCCCC1)/C(=C\c1ccc(O)cc1)NC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,4.326,1,training_label,ChEMBL_DPPH,,,,False,592.76,4.781,127.84,5,6,9,2,0.438,0.212
XMAPWOFXGAUILR-QZSWPAETSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3c(F)cccc3F)(CC1)CO2,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.5,,1,training_label,ChEMBL_37,,,,False,497.52,3.79,76.38,2,5,6,3,0.407,0.542
XMAQSYOMAMZVAK-FATZIPQQSA-N,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)c(F)n2)N1CC(F)F,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.92,,1,training_label,ChEMBL_37,,,,False,476.52,4.154,60.08,2,5,8,3,0.5,0.378
XMAYUKKFZWBWNS-AAJYVXIDSA-N,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)c1)c1ccc(F)cc1,,,,,,,,1.0,6.565,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,582.7,3.142,136.63,5,6,13,3,0.333,0.21
XMAYUKKFZWBWNS-KEFSCGHKSA-N,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC2CC2)c1)c1ccc(F)cc1,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,582.7,3.142,136.63,5,6,13,3,0.333,0.21
XMAYUKKFZWBWNS-KHWNGSORSA-N,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)c1ccc(F)cc1,,,,,,,,0.0,4.2,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,582.7,3.142,136.63,5,6,13,3,0.333,0.21
XMAYWYJOQHXEEK-ANWICMFUSA-N,CC(=O)N1CCN(c2ccc(OCC3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,531.44,4.206,69.06,0,6,7,3,0.385,0.455
XMAYWYJOQHXEEK-NASUQTAISA-N,CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,531.44,4.206,69.06,0,6,7,3,0.385,0.455
XMAYWYJOQHXEEK-OZXSUGGESA-N,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,531.44,4.206,69.06,0,6,7,3,0.385,0.455
XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,0.0,,,,,,,,,,,,,,,,,,,,1.0,6.415,,,,2,training_label,B3DB;ChEMBL_37,,,,False,531.44,4.206,69.06,0,6,7,3,0.385,0.455
XMAYWYJOQHXEEK-ZEQKJWHPSA-N,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,531.44,4.206,69.06,0,6,7,3,0.385,0.455
XMAYWYJOQHXEEK-ZZHFZYNASA-N,CC(=O)N1CCN(c2ccc(OC[C@H]3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,531.44,4.206,69.06,0,6,7,3,0.385,0.455
XMAZYYDJYBXRBC-LAYXPMECSA-N,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,,,,1.0,7.12,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,486.77,5.333,61.69,2,5,3,0,0.931,0.566
XMBDVYLJVOJVAJ-CDNPAEQRSA-N,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)nc1,,,,,,,,1.0,8.905,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,472.52,3.306,98.83,2,7,7,2,0.348,0.6
XMBGRSAVBPRZAS-UHFFFAOYSA-N,O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1,,,,,,,,,,1.0,6.3,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,277.33,3.578,57.78,2,2,3,3,0.176,0.768
XMBROSDRBABBEI-UHFFFAOYSA-N,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(C)=O)cc4)cc3)c(Cl)c2n(CCC)c1=O,,,,,,,,,,,,,,,,,,1.0,7.07,,,,,,,,1,training_label,ChEMBL_37,,,,False,537.02,4.852,115.19,2,5,10,4,0.286,0.281
XMBSZPZJLPTFMV-UHFFFAOYSA-N,Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.55,,1,training_label,ChEMBL_37,,,,False,495.44,3.616,92.15,2,6,5,3,0.333,0.562
XMCHSNBMJUOVNZ-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(Cc1ccc(CN3CCCC3)cc1)C2,,,,1.0,6.11,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,365.47,3.897,38.77,0,4,6,2,0.435,0.778
XMCVJFCDPDUAPT-UHFFFAOYSA-N,CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,,,,,,,,,,,,,,,,,,1.0,7.1,,,,,,,,1,training_label,ChEMBL_37,,,,False,446.47,4.187,124.4,2,7,7,5,0.227,0.384
XMDALBYMLNOLMP-UHFFFAOYSA-N,O=C1NCc2cc(F)c(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,,,,,,,,,,,,,,,,1.0,8.02,,,1.0,8.92,1.0,7.81,,,,3,training_label,ChEMBL_37,,,,False,437.49,3.953,44.81,1,4,6,3,0.32,0.593
XMDJBMQNVMNFTN-ZDUSSCGKSA-N,C=CCN1CCC[C@H]1CNC(=O)c1cc(I)ccc1OC,,,,,,,,,,,,,,,,1.0,7.835,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,400.26,2.68,41.57,1,3,6,1,0.438,0.59
XMDOGYLRIDFOSQ-GMQQYTKMSA-N,C#Cc1cc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F,,,,,,,,1.0,8.175,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,537.68,3.861,92.71,3,6,10,2,0.548,0.399
XMDPZUSARWMGBX-UHFFFAOYSA-N,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCCCNC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1,,,,,,,,,,,,,,,,,,1.0,6.42,,,,,,,,1,training_label,ChEMBL_37,,,,False,617.67,4.696,179.8,3,10,11,5,0.367,0.139
XMDQSAJIVSKCKY-UHFFFAOYSA-N,O=S(=O)(c1ccccc1-c1cccc2ccccc12)N1CCC(CCc2ccc(F)cc2F)CC1,,,,,,,,,,,,,,,,,,,,1.0,8.77,,,,,,1,training_label,ChEMBL_37,,,,False,491.6,6.819,37.38,0,2,6,4,0.241,0.297
XMDRMFODQNHFJV-NQCNTLBGSA-N,Cc1nc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc1C#N,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.81,,1,training_label,ChEMBL_37,,,,False,436.51,1.625,109.92,2,8,6,2,0.458,0.658
XMDWXYNACAUCTC-UHFFFAOYSA-N,CCN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cc(F)ccc1OC,,,,,,,,,,,,,,,,1.0,7.17,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,440.56,5.004,50.8,1,4,11,2,0.5,0.5
XMEJLZITUOYZLM-UHFFFAOYSA-N,CC1CC(=O)N(C)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,,,,,,,,,,,,,,,,1.0,7.09,,,1.0,9.77,,,,,,2,training_label,ChEMBL_37,,,,False,420.58,4.131,39.68,0,5,4,3,0.417,0.636
XMEKMASQQBIQCX-MMGYNXNYSA-N,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncc(C)c3)ccc1C[C@]21CC[C@@H](OC)CC1,,,,,,,,1.0,7.08,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,379.5,3.729,69.73,1,5,2,2,0.478,0.863
XMESUEMHHXBQHT-UHFFFAOYSA-N,CC(N)CSc1ccccc1Br,,,,,,,,,,,,1.0,6.14,0.0,4.19,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,246.17,2.888,26.02,1,2,3,1,0.333,0.83
XMFRRROSDAWYLB-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2,,,,,,,,,,,,,,,,1.0,8.58,,,1.0,8.37,,,,,,2,training_label,ChEMBL_37,,,,False,408.57,3.467,41.37,0,5,4,3,0.478,0.663
XMGXEOPVFDIPRH-UHFFFAOYSA-N,Cn1cnc2c1C(=O)N(CCN1CCN(c3nsc4ccccc34)CC1)CCC2,,,,,,,,,,,,,,,,1.0,6.16,,,1.0,8.89,,,,,,2,training_label,ChEMBL_37,,,,False,410.55,2.24,57.5,0,6,4,3,0.476,0.66
XMGXMSRQJGXDFY-UHFFFAOYSA-N,Cc1cc(=O)oc2cc(OCCCCCn3cc(CNc4c5c(nc6cc(Cl)ccc46)CCCC5)nn3)ccc12,,,,,,1.0,7.57,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,558.08,6.635,95.07,1,7,10,5,0.355,0.152
XMHAOVWWUKOZLU-GSDQYQHOSA-N,NC1=N[C@@](c2cc(NC(=O)c3cc(Cl)cs3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,,,,,,,,1.0,6.73,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,415.82,3.987,76.71,2,5,4,2,0.294,0.792
XMHWIBGIDNZGAB-UHFFFAOYSA-N,COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,,,,,,,,1.0,6.05,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,312.44,4.029,47.61,1,4,3,2,0.278,0.931
XMIICGLXEFLORP-UHFFFAOYSA-N,c1cc[n+](CCCCCCCCCCC[n+]2ccc3ccccc3c2)cc1,,,,1.0,7.52,1.0,6.16,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,362.56,5.626,7.76,0,0,12,3,0.44,0.291
XMIPVPSZMVVUST-IYWMVGAKSA-N,Cc1ccccc1C(=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)NCc1ccccc1,,,,,,1.0,8.92,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,397.43,2.613,83.09,1,6,5,2,0.364,0.781
