smiles,pchembl
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)c4nccs4)ccc32)CC1,8.11
CC(=O)N1CCC(Cn2c(CC(C)(C)C)nc3cc(S(=O)(=O)C4CN(C(N)=O)C4)ccc32)CC1,7.4
CC(=O)N1CCC(Cn2c(CC(C)(C)C)nc3cc(S(=O)(=O)C4CN(C)C4)ccc32)CC1,7.25
CC(=O)N1CCC(N(C(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)C2CC2)CC1,6.62
CC(=O)N1CCC(S(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)CC1,8.21
CC(=O)N1CCC[C@@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,6.97
CC(=O)N1CCN(C(=O)N2CCCC[C@H]2C(=O)Nc2cc(C(C)(C)C)on2)CC1,6.38
CC(=O)N1CCN(c2nc(C)nc3sc(-c4ccccc4)cc23)CC1,6.74
CC(=O)N1CCN(c2ncnc3oc(-c4ccccc4C(F)(F)F)nc23)CC1,6.59
CC(=O)N1CCN(c2ncnc3oc(-c4ccccc4Cl)nc23)CC1,6.17
CC(=O)N1CCc2ccc(Nc3ccc(S(=O)(=O)NCC4CC4)c(C(F)(F)F)c3)cc21,6.055
CC(=O)NC1(c2ccccc2)CCN(C(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)CC1,6.67
CC(=O)NC1(c2ccccc2)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,6.14
CC(=O)NC1CCN(C(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)C1,6.01
CC(=O)NCCCCCc1cc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)ccn1,8.25
CC(=O)NCCCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCOCC1,7.0
CC(=O)NCCNC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,8.6
CC(=O)NCCc1cc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)ccn1,8.85
CC(=O)NCCn1c(-c2ccccc2Cl)nc2c(N3CCN(C)CC3)nc(C)nc21,7.27
CC(=O)NCCn1c(-c2ccccc2Cl)nc2c(N3CCN(C)CC3)nc(C)nc21.Cl,7.27
CC(=O)NOc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,8.92
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3CCC(F)(F)F)C1,6.68
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2c[nH]nc2C(F)(F)F)C1,6.55
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2ccc(Cl)cc2)C1,6.27
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2cccc(Cl)c2)C1,6.51
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2ccccc2C(F)(F)F)C1,7.19
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2ccccc2Cl)C1,6.9
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2ccccc2S(C)(=O)=O)C1,6.64
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2cccnc2Cl)C1,6.76
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2n[nH]cc2C(F)(F)F)C1,6.69
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2ncccc2Cl)C1,6.41
CC(=O)N[C@H]1CCN(c2nc(C(C)(C)C)nc3c2ncn3Cc2nonc2C)C1,6.86
CC(=O)N[C@H]1CCN(c2nc(NC(C)(C)C)nc3c2nnn3Cc2ccccc2Cl)C1,7.42
CC(=O)N[C@H]1CCN(c2nc(NC(C)(C)C)nc3c2nnn3Cc2ncccc2Cl)C1,6.57
CC(=O)N[C@H]1CCN(c2nc(OCC(C)(C)C)nc3c2nnn3Cc2ccccc2Cl)C1,7.24
CC(=O)N[C@H]1CCN(c2nc(OCC(C)(C)C)nc3c2nnn3Cc2ncccc2Cl)C1,6.78
CC(=O)N[C@H]1CCN(c2nc(OCC(C)(C)C)nc3c2nnn3Cc2nonc2C)C1,7.14
CC(=O)N[C@H]1CCN(c2nc(O[C@@H](C)C(F)(F)F)nc3c2nnn3Cc2ccccc2C(F)(F)F)C1,7.1
CC(=O)N[C@H]1CCN(c2nc(O[C@@H](C)C(F)(F)F)nc3c2nnn3Cc2ccccc2Cl)C1,6.8
CC(=O)Nc1c(C#N)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12,6.14
CC(=O)Nc1cc(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12,6.42
CC(=O)Nc1cccc(C(C)(C)c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)c1,7.87
CC(=O)OC1(C)CCN(C(=O)c2cnc(C3CC3)c(OCC3CC3)n2)C1,6.96
CC(=O)OC1(C)CCN(C(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)C1,8.06
CC(=O)OC1(C)CCN(c2nc(NC(C)(C)C)nc3c2ncn3Cc2nonc2C)C1,6.96
CC(=O)OCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2nn(C)cc21,6.72
CC(=O)OCCOc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1CC(C)C,7.8
CC(=O)O[C@H]1CCN(C(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)C1,6.57
CC(=O)O[C@H]1CCN(c2nc(NC(C)(C)C)nc3c2ncn3Cc2nonc2C)C1,6.37
