inchikey,smiles,bound,relation,implied_label
OPNRYCWMTGIBMO-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3ccnn3C)c2)C2=CN=NC2NC2=C1C(=O)NC1(CCCC1)C2,7.0,<,1
UVRMLTIEIHWVNH-UHFFFAOYSA-N,CCC1(c2cccc(C3CC3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
OQDQKMZEYSUFRE-UHFFFAOYSA-N,CCC1(c2cccc(C(F)(F)F)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
TXEGTNYNZRIZPA-TUXUZCGSSA-N,CC(C)(C)CC1=C2C(N=N1)NC1=C(C(=O)CC(C)(C)C1)[C@@]21CCc2cccc(F)c21,7.0,<,1
LBCCKKVLNHRHCF-QDQFNNJSSA-N,CC[C@@]1(c2cccc(-c3ccncc3C)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(COC)C2,7.0,<,1
QZEBHYPGXYBJHY-UHFFFAOYSA-N,CCC1(c2cccc(N(C)c3ncccn3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C)=C21,7.0,<,1
BUZWBRIDEINRTE-XSWBTSGESA-N,CC[C@@]1(c2cccc(-c3ccncc3)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
ZOPZTFVFDZGYDY-UHFFFAOYSA-N,CCC1(c2cccc(S(=O)(=O)CC3CC3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C)=C21,7.0,<,1
DBFYDGPTRXUUSV-UHFFFAOYSA-N,CCC1(c2cccc(-c3cncn3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
SEKAYKOOEYPQNV-UHFFFAOYSA-N,CCC1(c2cccc(C(F)(F)F)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(Br)=C21,7.0,<,1
MQZZQEYZAFLDLP-IJHRGXPZSA-N,CC1(C)CC(=O)C2=C(C1)NC1N=NC(C(F)(F)F)=C1[C@]21CCc2c(F)cccc21,7.0,<,1
MXPPTRDTTPPMAJ-WKDCXCOVSA-N,CC[C@@]1(c2cccc(-c3ccnc(C)c3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C)=C21,7.0,<,1
WAHUICLVNXFWJE-YANBTOMASA-N,CC[C@]1(c2cccc(N(C)C(C)=O)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
YFPITQNJNFZELM-UHFFFAOYSA-N,CCC1(c2cccc(-c3cn(C)nc3C)c2)C2=CN=NC2NC2=C1C(=O)N(C)C(C)(C)C2,7.0,<,1
QCNZXJKSRJXJBG-UHFFFAOYSA-N,CCC1(c2cccc(C(F)F)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
UWUBDOINJUIPJH-BPARTEKVSA-N,CC[C@]1(c2cccc(C3=CN=NC3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
OQDQKMZEYSUFRE-QWAKEFERSA-N,CC[C@@]1(c2cccc(C(F)(F)F)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C)=C21,7.0,<,1
XCSMOQSYXJWSJF-WKDCXCOVSA-N,CC[C@]1(c2cccc(-c3ccnc4c3CCC4)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
JBGVLCICKUPVTG-MQNHUJCZSA-N,CC[C@@]1(c2cccc(-c3ccnn3C)c2)C2=CN=NC2NC2=C1C(=O)NC1(CCC1)C2,7.0,<,1
ROUDFFDUJIHKOR-LFHRXCRSSA-N,CC[C@@]1(c2cccc(-c3ccncc3C)c2)C2=CN=NC2NC2=C1C(=O)NC1(CCOCC1)C2,7.0,<,1
FNKCAPPFSXRNBA-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3ccnc(C)c3Cl)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
QDQNOWAYVLBFSX-SOULCQPESA-N,CC[C@]1(c2cccc(C(F)(F)F)c2)C2=CN=NC2NC2=C1C(=O)C[C@@H](C)C2,7.0,<,1
SEKAYKOOEYPQNV-IJHRGXPZSA-N,CC[C@]1(c2cccc(C(F)(F)F)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(Br)=C21,7.0,<,1
SDJSBCJPJNUZPB-UHFFFAOYSA-N,CCC1(c2cccc(N3CCCC3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
XUKNIQVVOZVURK-OZBJMMHXSA-N,CC[C@]1(c2cccc(S(C)(=O)=O)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
UNKZLWPZUIVEET-GITCGBDTSA-N,CC[C@]1(c2cccc(-c3cnn(C)c3)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
WUEIJPKTWLYJHV-ANWICMFUSA-N,CC(C)(C)CC1=C2C(N=N1)NC1=C(C(=O)CC(C)(C)C1)[C@]21CCCc2ccccc21,7.0,<,1
NOTOADYLNIQVOP-BNGNXUGRSA-N,CC[C@@]1(c2cccc(-c3ccnc4ccc(OC)cc34)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
