# WHAT THIS FILE CONTAINS: Every one of 161,812 distinct training structures as a row, with the 12 named physicochemical descriptors as columns and a count of how many of the 1024 fingerprint bits it sets. 2 structures could not be parsed by RDKit and are absent.
# WHAT IT IS USED FOR: Seeing the chemical space the models were fitted over, at a width that opens in a spreadsheet.
# GENERATED FROM: data/endpoints/ featurised by src/brainsafe/features/featurize.py
smiles,ecfp4_bits_set,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,ring_count,heavy_atoms,formal_charge,qed
C[C@]1(F)C(N)=N[C@](C)(c2cc(Nc3ncnc4cc(Cl)cnc34)ccc2F)CS1(=O)=O,57,466.901,3.2474,123.22,2.0,8.0,3.0,3.0,0.2631579,4.0,31.0,0.0,0.6068047
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C1N,57,419.382,3.68428,104.16,2.0,5.0,3.0,2.0,0.3,3.0,30.0,0.0,0.7407397
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)N=C1N,55,462.369,4.8314,80.37,2.0,4.0,3.0,2.0,0.35,3.0,32.0,0.0,0.64158857
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N,51,428.817,4.466,80.37,2.0,4.0,3.0,2.0,0.31578946,3.0,29.0,0.0,0.70786506
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,52,412.362,3.9517,80.37,2.0,4.0,3.0,2.0,0.31578946,3.0,29.0,0.0,0.7495028
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)N=C1N,59,460.378,4.414,89.6,2.0,5.0,5.0,2.0,0.35,3.0,32.0,0.0,0.6471423
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)N=C1N,57,433.356,4.0092,85.3,2.0,4.0,4.0,2.0,0.3888889,3.0,30.0,0.0,0.7149659
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)N=C1N,56,445.367,4.1452,93.26,2.0,5.0,4.0,2.0,0.36842105,3.0,31.0,0.0,0.69205046
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3coc(C(F)F)n3)ccc2F)N=C1N,58,434.34,4.3432,93.51,2.0,5.0,4.0,2.0,0.3888889,3.0,30.0,0.0,0.70036757
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3nc(CF)co3)ccc2F)N=C1N,57,416.35,3.8751,93.51,2.0,5.0,4.0,2.0,0.3888889,3.0,29.0,0.0,0.7402165
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3nc(CF)cs3)ccc2F)N=C1N,58,432.418,4.3436,80.37,2.0,5.0,4.0,2.0,0.3888889,3.0,29.0,0.0,0.7055543
C[C@]1(F)CC(F)(F)[C@@](C)(c2cc(NC(=O)c3nccs3)ccc2F)N=C1N,54,400.401,3.8741,80.37,2.0,5.0,3.0,2.0,0.3529412,3.0,27.0,0.0,0.7677841
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)C2CC2(F)F)ccc1F,50,359.323,2.7077,76.71,2.0,4.0,3.0,1.0,0.5,3.0,25.0,0.0,0.8150011
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,58,385.374,2.63298,113.39,2.0,6.0,3.0,2.0,0.2631579,3.0,28.0,0.0,0.84317386
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,52,394.809,3.4147,89.6,2.0,5.0,3.0,2.0,0.2777778,3.0,27.0,0.0,0.83429676
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,52,378.354,2.9004,89.6,2.0,5.0,3.0,2.0,0.2777778,3.0,27.0,0.0,0.8594723
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ncc(Cl)cc2Cl)ccc1F,56,429.254,4.0681,89.6,2.0,5.0,3.0,2.0,0.2777778,3.0,28.0,0.0,0.7701489
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ncccc2OCC(F)(F)F)ccc1F,64,458.387,3.7024,98.83,2.0,6.0,5.0,2.0,0.35,3.0,32.0,0.0,0.6661505
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2nn(C(F)F)cc2Cl)ccc1F,61,433.793,3.6113,94.53,2.0,5.0,4.0,2.0,0.3529412,3.0,29.0,0.0,0.720037
C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2nn(CC(F)F)cc2Cl)ccc1F,63,447.82,3.4813,94.53,2.0,5.0,5.0,2.0,0.3888889,3.0,30.0,0.0,0.68598217
C[C@]1(F)C[C@H](F)[C@@](C)(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)N=C1N,56,455.278,4.2779,80.37,2.0,4.0,3.0,2.0,0.31578946,3.0,28.0,0.0,0.7255145
C[C@]1(F)C[C@H](F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,54,394.372,3.6545,80.37,2.0,4.0,3.0,2.0,0.31578946,3.0,28.0,0.0,0.7801176
C[C@]1(N)COCc2cc(cc(N(c3ccccc3)S(C)(=O)=O)c2)C(=O)N[C@@H](c2ccccc2)CCc2cccc(c2)C1,63,583.754,5.6783,101.73,2.0,5.0,4.0,4.0,0.2647059,5.0,42.0,0.0,0.32204476
C[C@]1(N)C[C@@H]1c1ccccc1,20,147.221,1.8913,26.02,1.0,1.0,1.0,1.0,0.4,2.0,11.0,0.0,0.64462996
C[C@]1(Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)CCN(Cc2ccccc2)C1,63,481.018,4.8129,74.33,2.0,6.0,7.0,3.0,0.2857143,4.0,31.0,0.0,0.507153
C[C@]1(Nc2ccc(C(=O)NO)cc2)CCN(c2ccc(Cl)cc2)C1=O,44,359.813,3.0665,81.67,3.0,4.0,4.0,2.0,0.22222222,3.0,25.0,0.0,0.57853466
C[C@]1(Nc2ccc(S(=O)(=O)Nc3cscn3)cc2Cl)CCN(Cc2ccccc2)C1,60,463.028,4.6738,74.33,2.0,6.0,7.0,3.0,0.2857143,4.0,30.0,0.0,0.53314745
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1c(Cl)cccc1-n1nccn1,59,465.867,3.8826,97.62,2.0,6.0,5.0,3.0,0.35,4.0,32.0,0.0,0.59313273
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1c(F)cccc1F,49,400.351,3.9267,66.91,2.0,4.0,4.0,2.0,0.3888889,3.0,28.0,0.0,0.76373255
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1cc(Cl)ccc1-n1nccn1,58,465.867,3.8826,97.62,2.0,6.0,5.0,3.0,0.35,4.0,32.0,0.0,0.59313273
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1cc(F)ccc1-n1nccn1,57,449.412,3.3683,97.62,2.0,6.0,5.0,3.0,0.35,4.0,32.0,0.0,0.5800486
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ccccc1-c1ncccn1,54,442.445,4.1055,92.69,2.0,6.0,5.0,3.0,0.3181818,4.0,32.0,0.0,0.6180273
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ccccc1-n1nccn1,54,431.422,3.2292,97.62,2.0,6.0,5.0,3.0,0.35,4.0,31.0,0.0,0.6438742
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ncccc1-c1ncccn1,54,443.433,3.5005,105.58,2.0,7.0,5.0,3.0,0.33333334,4.0,32.0,0.0,0.6217517
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ncccc1-n1cccn1,58,431.422,3.2292,97.62,2.0,6.0,5.0,3.0,0.35,4.0,31.0,0.0,0.6438742
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ncccc1-n1nccn1,56,432.41,2.6242,110.51,2.0,7.0,5.0,3.0,0.36842105,4.0,31.0,0.0,0.637677
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ncccc1C1CC1,54,405.424,3.9209,79.8,2.0,5.0,5.0,2.0,0.5,4.0,29.0,0.0,0.78825897
C[C@]1(Nc2cnc(C(F)(F)F)cn2)CCC[C@@H]1NC(=O)c1ncccc1OC(F)(F)F,56,449.355,3.9421,89.03,2.0,6.0,5.0,2.0,0.44444445,3.0,31.0,0.0,0.6726757
C[C@]1(O)CCCC(c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)C1,61,427.504,5.3898,88.1,2.0,5.0,5.0,4.0,0.26923078,5.0,32.0,0.0,0.417027
C[C@]1(O)CCC[C@H](c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)C1,61,427.504,5.3898,88.1,2.0,5.0,5.0,4.0,0.26923078,5.0,32.0,0.0,0.417027
C[C@]1(O)CCC[C@H](c2cccnc2Oc2ccc(Nc3ccccn3)cc2)C1,52,375.472,5.4211,67.27,2.0,5.0,5.0,3.0,0.3043478,4.0,28.0,0.0,0.62304157
C[C@]1(O)CCC[C@H](c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)cc2)C1,60,431.561,6.6358,67.27,2.0,6.0,5.0,4.0,0.28,5.0,31.0,0.0,0.37086275
C[C@]1(O)CCN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C1,75,509.582,3.57868,115.6,2.0,7.0,4.0,2.0,0.3846154,5.0,36.0,0.0,0.6510884
C[C@]1(O)CC[C@@H](C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1,61,470.658,3.1448,77.93,2.0,6.0,6.0,1.0,0.7777778,5.0,34.0,0.0,0.6651792
C[C@]1(O)CC[C@@H](NC(=O)O[C@@H]2CC[C@H](c3cc(NC(=O)Cc4cc(F)cc(F)c4)n[nH]3)C2)CC1,59,476.524,3.925,116.34,4.0,5.0,6.0,2.0,0.5416667,4.0,34.0,0.0,0.50428444
C[C@]1(O)CC[C@@H](NC(=O)O[C@H]2CC[C@@H](c3cc(NC(=O)Cc4ccc(F)cc4)n[nH]3)C2)CC1,59,458.534,3.7859,116.34,4.0,5.0,6.0,2.0,0.5416667,4.0,33.0,0.0,0.52565414
C[C@]1(O)CC[C@@H](NC(=O)O[C@H]2CC[C@@H](c3cc(NC(=O)Cc4ccccc4)n[nH]3)C2)CC1,57,440.544,3.6468,116.34,4.0,5.0,6.0,2.0,0.5416667,4.0,32.0,0.0,0.5471573
C[C@]1(O)CC[C@@H](c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)C1,59,413.477,4.9997,88.1,2.0,5.0,5.0,4.0,0.24,5.0,31.0,0.0,0.44965428
C[C@]1(O)CC[C@@H](c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)CC1,57,427.504,5.3898,88.1,2.0,5.0,5.0,4.0,0.26923078,5.0,32.0,0.0,0.417027
C[C@]1(O)CC[C@@H](c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)cc2)C1,58,417.534,6.2457,67.27,2.0,6.0,5.0,4.0,0.25,5.0,30.0,0.0,0.40190428
C[C@]1(O)CC[C@@H](c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)cc2)CC1,56,431.561,6.6358,67.27,2.0,6.0,5.0,4.0,0.28,5.0,31.0,0.0,0.37086275
C[C@]1(O)CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](COC(=O)/C=C/c4ccc(O)c(O)c4)[C@@H](O)[C@H](O)[C@H]3OC(=O)c3ccc(O)cc3)[C@@H]21,76,658.609,1.1507,238.97,7.0,14.0,9.0,2.0,0.40625,5.0,47.0,0.0,0.113614276
C[C@]1(O)CC[C@H](C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1,61,470.658,3.1448,77.93,2.0,6.0,6.0,1.0,0.7777778,5.0,34.0,0.0,0.6651792
C[C@]1(O)CC[C@H](NC(=O)O[C@@H]2CC[C@H](c3cc(NC(=O)Cc4cc(F)cc(F)c4)n[nH]3)C2)CC1,59,476.524,3.925,116.34,4.0,5.0,6.0,2.0,0.5416667,4.0,34.0,0.0,0.50428444
C[C@]1(O)CC[C@H](NC(=O)O[C@H]2CC[C@@H](c3cc(NC(=O)Cc4ccccc4)n[nH]3)C2)CC1,57,440.544,3.6468,116.34,4.0,5.0,6.0,2.0,0.5416667,4.0,32.0,0.0,0.5471573
C[C@]1(O)CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,53,390.409,4.5206,62.45,2.0,4.0,3.0,3.0,0.4,4.0,28.0,0.0,0.69028074
C[C@]1(O)CC[C@H](Nc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,56,406.408,4.4004,71.68,2.0,5.0,4.0,3.0,0.4,4.0,29.0,0.0,0.67205435
C[C@]1(O)CC[C@H](c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)C1,59,413.477,4.9997,88.1,2.0,5.0,5.0,4.0,0.24,5.0,31.0,0.0,0.44965428
C[C@]1(O)CC[C@H](c2cccnc2Oc2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)CC1,57,427.504,5.3898,88.1,2.0,5.0,5.0,4.0,0.26923078,5.0,32.0,0.0,0.417027
C[C@]1(O)CC[C@H](c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)cc2)C1,58,417.534,6.2457,67.27,2.0,6.0,5.0,4.0,0.25,5.0,30.0,0.0,0.40190428
C[C@]1(O)CC[C@H](c2cccnc2Oc2ccc(Nc3nc4ccccc4s3)cc2)CC1,56,431.561,6.6358,67.27,2.0,6.0,5.0,4.0,0.28,5.0,31.0,0.0,0.37086275
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,44,336.447,3.3322,57.53,2.0,3.0,0.0,0.0,0.85,4.0,24.0,0.0,0.71325105
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,38,302.458,4.2693,37.3,1.0,2.0,0.0,0.0,0.85,4.0,22.0,0.0,0.72533053
C[C@]1(O)CC[C@](CN)(c2ccc(Cl)c(Cl)c2)CC1,32,288.218,3.5149,46.25,2.0,2.0,2.0,1.0,0.5714286,2.0,18.0,0.0,0.87435824
C[C@]1(O)CCc2c1ncc(NC(=O)c1nc(-c3c(F)cccc3F)sc1N)c2N1CCC[C@H](N)C1,71,500.575,3.399,130.39,4.0,8.0,4.0,3.0,0.375,5.0,35.0,0.0,0.43191788
C[C@]1(O)CNCCN(c2cccc(-n3ncc4cnc(-c5cnn(CC(F)(F)F)c5)cc43)n2)C1,65,472.475,2.4019,96.92,2.0,7.0,4.0,4.0,0.36363637,5.0,34.0,0.0,0.47089896
C[C@]1(O)C[C@@H](C#Cc2cncc([C@H]3NC(=O)O[C@@H]3c3cccc(F)c3)c2)C1,55,366.392,3.2554,71.45,2.0,4.0,2.0,2.0,0.33333334,4.0,27.0,0.0,0.8006438
C[C@]1(O)C[C@@H](NC(=O)CN2C[C@@]3(C[C@@H]3F)c3cc(I)ccc3C2=O)C1,52,458.271,1.7562,69.64,2.0,3.0,3.0,1.0,0.5555556,4.0,25.0,0.0,0.678996
C[C@]1(O)C[C@@H](Nc2nnc(-c3ccc(C#N)cc3O)c3c2CCCC3)C1,48,350.422,2.92498,102.06,3.0,6.0,3.0,2.0,0.45,4.0,26.0,0.0,0.7865085
C[C@]1(O)C[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3c2COC3)C1,49,381.354,3.2235,87.5,3.0,6.0,3.0,2.0,0.44444445,4.0,27.0,0.0,0.75681
C[C@]1(O)C[C@@H](O)[C@](O)(CC=O)[C@@H]1C=O,28,202.206,-1.3628,94.83,3.0,5.0,3.0,0.0,0.7777778,1.0,14.0,0.0,0.4910832
C[C@]1(O)C[C@H](C#Cc2cncc([C@H]3NC(=O)O[C@@H]3c3cccc(F)c3)c2)C1,55,366.392,3.2554,71.45,2.0,4.0,2.0,2.0,0.33333334,4.0,27.0,0.0,0.8006438
C[C@]1(c2cc(-c3cccc(C#N)c3)cs2)NC(=N)c2cncnc2C1(F)F,55,381.411,4.01255,85.45,2.0,5.0,2.0,3.0,0.15789473,4.0,27.0,0.0,0.70225126
C[C@]1(c2cc(/C=C(/F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,73,495.555,3.45418,104.6,1.0,7.0,4.0,2.0,0.36,5.0,35.0,0.0,0.696781
C[C@]1(c2cc(/C=C(\F)C3CCOC3)ccc2F)N=C(N)[C@@]2(CF)CC[C@@H]1S2(=O)=O,62,428.476,3.0441,81.75,1.0,5.0,4.0,1.0,0.55,4.0,29.0,0.0,0.7993361
C[C@]1(c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,70,549.441,4.345,80.81,1.0,6.0,4.0,2.0,0.375,5.0,34.0,0.0,0.6140258
C[C@]1(c2cc(/C=C(\F)c3ccc(Br)cn3)ccc2F)N=C(N)[C@]2(CF)CC[C@@H]1S2(=O)=O,64,514.367,4.3223,85.41,1.0,5.0,4.0,2.0,0.33333334,4.0,31.0,0.0,0.6589218
C[C@]1(c2cc(/C=C(\F)c3ccc(C#CC4CC4)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,77,534.632,4.344,80.81,1.0,6.0,4.0,2.0,0.41379312,6.0,38.0,0.0,0.5905412
C[C@]1(c2cc(/C=C(\F)c3ccc(C#C[Si](C)(C)C)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,75,566.75,4.8114,80.81,1.0,6.0,4.0,2.0,0.41379312,5.0,39.0,0.0,0.4244663
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,58,390.34,3.75538,84.29,1.0,5.0,3.0,2.0,0.21052632,3.0,28.0,0.0,0.8092264
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@@H]1OCC(F)(F)F,66,452.383,4.06758,93.52,1.0,6.0,5.0,2.0,0.2857143,3.0,32.0,0.0,0.6907942
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C#N)C[C@H]21,62,407.449,4.11896,98.85,1.0,6.0,3.0,2.0,0.23809524,4.0,29.0,0.0,0.8251494
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3C4CCC3COC4)C[C@H]21,76,521.593,3.98518,104.6,1.0,7.0,4.0,2.0,0.4074074,6.0,37.0,0.0,0.6526708
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC4(CCOCC4)C3)C[C@H]21,77,535.62,4.23438,104.6,1.0,7.0,4.0,2.0,0.42857143,6.0,38.0,0.0,0.62832904
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC4CC3CO4)C[C@H]21,79,507.566,3.59508,104.6,1.0,7.0,4.0,2.0,0.3846154,6.0,36.0,0.0,0.6783009
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(C(F)(F)F)CC3)C[C@H]21,76,561.58,5.39628,95.37,1.0,6.0,4.0,2.0,0.4074074,5.0,39.0,0.0,0.5049997
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(F)(F)C3)C[C@H]21,75,515.536,4.46298,95.37,1.0,6.0,4.0,2.0,0.36,5.0,36.0,0.0,0.6069185
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(F)(F)CC3)C[C@H]21,73,529.563,4.85308,95.37,1.0,6.0,4.0,2.0,0.3846154,5.0,37.0,0.0,0.57152265
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC(F)CC3)C[C@H]21,72,511.573,4.55588,95.37,1.0,6.0,4.0,2.0,0.3846154,5.0,36.0,0.0,0.6496677
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC3)C[C@H]21,70,465.529,3.82768,95.37,1.0,6.0,4.0,2.0,0.33333334,5.0,33.0,0.0,0.7405928
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC4(CCO4)C3)C[C@H]21,79,521.593,3.98678,104.6,1.0,7.0,4.0,2.0,0.4074074,6.0,37.0,0.0,0.65263325
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC(C#N)C3)C[C@H]21,77,518.593,4.35756,119.16,1.0,7.0,4.0,2.0,0.37037036,5.0,37.0,0.0,0.6424868
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC(F)(F)C3)C[C@H]21,77,529.563,4.85308,95.37,1.0,6.0,4.0,2.0,0.3846154,5.0,37.0,0.0,0.57152265
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC(c4ccccc4)C3)C[C@H]21,78,569.681,6.00158,95.37,1.0,6.0,5.0,3.0,0.3125,6.0,41.0,0.0,0.40664923
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3)C[C@H]21,70,479.556,4.21778,95.37,1.0,6.0,4.0,2.0,0.36,5.0,34.0,0.0,0.708602
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3c3ccccc3)C[C@H]21,81,555.654,5.95908,95.37,1.0,6.0,5.0,3.0,0.29032257,6.0,40.0,0.0,0.41928628
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCCC3)C[C@H]21,71,493.583,4.60788,95.37,1.0,6.0,4.0,2.0,0.3846154,5.0,35.0,0.0,0.67130375
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCN(CC4CC4)CC3)C[C@H]21,78,548.663,4.14958,98.61,1.0,7.0,6.0,2.0,0.44827586,6.0,39.0,0.0,0.5825566
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCN(c4ccccc4)CC3)C[C@H]21,76,570.669,4.94418,98.61,1.0,7.0,5.0,3.0,0.29032257,6.0,41.0,0.0,0.46656653
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCNC(=O)C3)C[C@H]21,77,508.554,2.55378,124.47,2.0,7.0,4.0,2.0,0.32,5.0,36.0,0.0,0.6542081
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCNC(=O)CC3)C[C@H]21,77,522.581,2.94388,124.47,2.0,7.0,4.0,2.0,0.34615386,5.0,37.0,0.0,0.6363569
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOC4(CC4)C3)C[C@H]21,79,521.593,3.98678,104.6,1.0,7.0,4.0,2.0,0.4074074,6.0,37.0,0.0,0.65263325
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOC4(COC4)C3)C[C@H]21,81,537.592,3.22318,113.83,1.0,8.0,4.0,2.0,0.4074074,6.0,38.0,0.0,0.63712555
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,73,495.555,3.45418,104.6,1.0,7.0,4.0,2.0,0.36,5.0,35.0,0.0,0.696781
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC34CCC4)C[C@H]21,81,535.62,4.37688,104.6,1.0,7.0,4.0,2.0,0.42857143,6.0,38.0,0.0,0.62333876
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCO[C@H]4C[C@H]43)C[C@H]21,80,507.566,3.59508,104.6,1.0,7.0,4.0,2.0,0.3846154,6.0,36.0,0.0,0.6783009
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](F)C3)C[C@H]21,73,497.546,4.16578,95.37,1.0,6.0,4.0,2.0,0.36,5.0,35.0,0.0,0.6843823
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](O)C3)C[C@H]21,74,495.555,3.18858,115.6,2.0,7.0,4.0,2.0,0.36,5.0,35.0,0.0,0.67323005
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H]4CCCC[C@H]4C3)C[C@H]21,77,547.675,5.63408,95.37,1.0,6.0,4.0,2.0,0.46666667,6.0,39.0,0.0,0.53505975
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](F)C3)C[C@H]21,73,497.546,4.16578,95.37,1.0,6.0,4.0,2.0,0.36,5.0,35.0,0.0,0.6843823
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](O)C3)C[C@H]21,74,495.555,3.18858,115.6,2.0,7.0,4.0,2.0,0.36,5.0,35.0,0.0,0.67323005
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3Cc4ccccc4C3)C[C@H]21,73,527.6,5.13778,95.37,1.0,6.0,4.0,3.0,0.2413793,6.0,38.0,0.0,0.50716877
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)NC3CC3)C[C@H]21,70,465.529,3.87398,104.16,2.0,6.0,5.0,2.0,0.33333334,5.0,33.0,0.0,0.6975938
