# WHAT THIS FILE CONTAINS: Every one of 161,812 distinct training structures as a row, with the 12 named physicochemical descriptors as columns and a count of how many of the 1024 fingerprint bits it sets. 2 structures could not be parsed by RDKit and are absent.
# WHAT IT IS USED FOR: Seeing the chemical space the models were fitted over, at a width that opens in a spreadsheet.
# GENERATED FROM: data/endpoints/ featurised by src/brainsafe/features/featurize.py
smiles,ecfp4_bits_set,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,ring_count,heavy_atoms,formal_charge,qed
C#CCNCc1ccc(CNC2C3C4CC5C6C4C2C6C2(OCCO2)C53)cc1,47,376.5,1.9984,42.52,2.0,4.0,6.0,1.0,0.6666667,7.0,28.0,0.0,0.58875054
C#CCNS(=O)(=O)c1ccc(CCN(CCc2cc(Cl)ccc2OCCC)C(=O)Cc2ccsc2)cc1,67,559.153,4.9583,75.71,1.0,5.0,14.0,3.0,0.32142857,3.0,37.0,0.0,0.28381395
C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)c2ccc(F)cc2)cc1,65,543.06,5.0645,75.71,1.0,4.0,12.0,3.0,0.25,3.0,37.0,0.0,0.32442582
C#CCN[C@@H]1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,50,320.82,3.3907,41.57,1.0,3.0,5.0,1.0,0.47058824,2.0,22.0,0.0,0.845525
C#CCN[C@@H]1CCc2ccc(O)cc21,33,187.242,1.6023,32.26,2.0,2.0,2.0,1.0,0.33333334,2.0,14.0,0.0,0.6892137
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CC)cc21,47,272.348,2.3472,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,20.0,0.0,0.855456
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCC)cc21,49,286.375,2.7373,41.57,1.0,3.0,5.0,1.0,0.47058824,2.0,21.0,0.0,0.8462681
C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCCC)cc21,51,300.402,3.1274,41.57,1.0,3.0,6.0,1.0,0.5,2.0,22.0,0.0,0.8207328
C#CCN[C@@H]1CCc2ccccc21,30,171.243,1.8967,12.03,1.0,1.0,2.0,1.0,0.33333334,2.0,13.0,0.0,0.6700261
C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CC)cc21,47,272.348,2.3472,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,20.0,0.0,0.855456
C#CCN[C@H]1CCc2ccccc21,30,171.243,1.8967,12.03,1.0,1.0,2.0,1.0,0.33333334,2.0,13.0,0.0,0.6700261
C#CCN[C@H]1c2ccccc2C[C@@H]1F,31,189.233,1.8447,12.03,1.0,1.0,2.0,1.0,0.33333334,2.0,14.0,0.0,0.69993997
C#CCN[C@H]1c2ccccc2C[C@@H]1[18F],31,188.23593,1.8447,12.03,1.0,1.0,2.0,1.0,0.33333334,2.0,14.0,0.0,0.69826216
C#CCNc1c2c(nc3cc(Cl)ccc13)CCCC2,41,270.763,3.8121,24.92,1.0,2.0,2.0,2.0,0.3125,3.0,19.0,0.0,0.83961403
C#CCNc1c2c(nc3ccccc13)CCCC2,37,236.318,3.1587,24.92,1.0,2.0,2.0,2.0,0.3125,3.0,18.0,0.0,0.810123
C#CCNc1ccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(N)n2)cc1,51,429.524,3.1489,85.53,2.0,7.0,8.0,3.0,0.28,4.0,32.0,0.0,0.5321964
C#CCNc1ccc(/C=C2/SC(=O)NC2=O)cc1,35,258.302,2.0556,58.2,2.0,4.0,3.0,1.0,0.07692308,2.0,18.0,0.0,0.6433156
C#CCNc1ccccc1-c1cc(-c2ccc(OCCN3CCCCC3)cc2)nc(N)n1,54,427.552,4.3026,76.3,2.0,6.0,8.0,3.0,0.30769232,4.0,32.0,0.0,0.52212137
C#CCNc1ccnc2sc3c(=O)n(-c4ccc(OC)cc4)cnc3c12,53,362.414,3.0491,69.04,1.0,6.0,4.0,4.0,0.10526316,4.0,26.0,0.0,0.56526107
C#CCNc1nc(-n2cc(-c3ccccn3)cn2)nc(N)c1Br,49,370.214,2.1141,94.54,2.0,6.0,4.0,3.0,0.06666667,3.0,23.0,0.0,0.683532
C#CCNc1nc(-n2cc(-c3cnccn3)cn2)nc(N)c1Br,48,371.202,1.5091,107.43,2.0,7.0,4.0,3.0,0.071428575,3.0,23.0,0.0,0.66961515
C#CCNc1nc(-n2cncn2)nc(N)c1Br,39,294.116,0.4471,94.54,2.0,6.0,3.0,2.0,0.11111111,2.0,17.0,0.0,0.79800874
C#CCNc1nc(-n2ncc3ccccc32)nc(N)c1Br,43,343.188,2.2053,81.65,2.0,5.0,3.0,3.0,0.071428575,3.0,21.0,0.0,0.71284884
C#CCNc1nc(-n2ncc3ccccc32)nc(NCC)c1Br,43,371.242,3.0549,67.66,2.0,5.0,5.0,3.0,0.1875,3.0,23.0,0.0,0.67515934
C#CCNc1nc(-n2ncc3ccncc32)nc(N)c1Br,45,344.176,1.6003,94.54,2.0,6.0,3.0,3.0,0.07692308,3.0,21.0,0.0,0.70115757
C#CCNc1nc(C)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1,52,345.37,2.03072,109.23,3.0,7.0,5.0,4.0,0.11764706,4.0,26.0,0.0,0.4748027
C#CCNc1nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)cc1C#N,52,412.541,3.97436,87.77,2.0,6.0,9.0,2.0,0.4,3.0,31.0,0.0,0.4785343
C#CCNc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)cc1C#N,53,426.568,4.36446,87.77,2.0,6.0,10.0,2.0,0.42307693,3.0,32.0,0.0,0.43339154
C#CCO,9,56.064,-0.3881,20.23,1.0,1.0,0.0,0.0,0.33333334,0.0,4.0,0.0,0.37468964
C#CCOC(=O)Nc1cc(Cl)ccc1O,35,225.631,2.2273,58.56,2.0,3.0,2.0,1.0,0.1,1.0,15.0,0.0,0.59947634
C#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC1(C3)OCCO1,54,358.419,2.20872,83.67,1.0,7.0,2.0,2.0,0.44444445,4.0,25.0,0.0,0.6545294
C#CCOCC1CC23CCC1(OC)C1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,62,409.526,2.7893,40.16,0.0,5.0,5.0,1.0,0.68,7.0,30.0,0.0,0.5525447
C#CCOCCCc1c[nH]cn1.O=C(O)C(=O)O,31,164.208,0.9921,37.91,1.0,2.0,5.0,1.0,0.44444445,1.0,12.0,0.0,0.52031004
C#CCOCCOCCNc1nc(-c2cccnc2)nc2ccccc12,49,348.406,2.7701,69.16,1.0,6.0,9.0,3.0,0.25,3.0,26.0,0.0,0.4736405
C#CCOCCOCCOc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,60,485.596,3.8676,60.39,1.0,6.0,14.0,2.0,0.5,3.0,35.0,0.0,0.32392707
C#CCOC[n+]1ccn(C)c1/C=N/O,36,194.214,-0.272,50.63,1.0,3.0,4.0,1.0,0.33333334,1.0,14.0,1.0,0.1790142
C#CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],36,194.214,-0.272,50.63,1.0,3.0,4.0,1.0,0.33333334,1.0,14.0,1.0,0.1790142
C#CCOP(C)(=O)OC(C(=O)OC)C(F)(F)F,35,274.131,1.5796,61.83,0.0,5.0,5.0,0.0,0.625,0.0,17.0,0.0,0.4324654
C#CCOP(C)(=O)OC(C(F)(F)F)C(F)(F)F,28,284.092,2.9689,35.53,0.0,3.0,4.0,0.0,0.71428573,0.0,17.0,0.0,0.45208272
C#CCOc1c(CN2CCCCC2)cc(-c2cc(=O)c3ccccc3o2)cc1OC,55,403.478,4.4665,51.91,0.0,5.0,6.0,3.0,0.32,4.0,30.0,0.0,0.56874406
C#CCOc1c(OC)cc2c3c1-c1cc(N)ccc1CC3N(C)CC2,52,334.419,3.0415,47.72,1.0,4.0,3.0,2.0,0.33333334,4.0,25.0,0.0,0.6922573
C#CCOc1c(OC)cc2c3c1-c1cc(NC(=O)CCC)ccc1CC3N(C)CC2,62,404.51,4.1979,50.8,1.0,4.0,6.0,2.0,0.4,4.0,30.0,0.0,0.73351324
C#CCOc1c(OC)cc2c3c1-c1cc(NC(C)=O)ccc1CC3N(C)CC2,58,376.456,3.4177,50.8,1.0,4.0,4.0,2.0,0.3478261,4.0,28.0,0.0,0.83110034
C#CCOc1c(OC)cc2c3c1-c1cc(NC(N)=O)ccc1CC3N(C)CC2,60,377.444,2.9499,76.82,2.0,4.0,4.0,2.0,0.3181818,4.0,28.0,0.0,0.8034681
C#CCOc1c(OC)cc2c3c1-c1cc(NS(C)(=O)=O)ccc1CC3N(C)CC2,58,412.511,2.8308,67.87,1.0,5.0,5.0,2.0,0.36363637,4.0,29.0,0.0,0.7652402
C#CCOc1c(OC)cc2c3c1-c1cc([N+](=O)[O-])ccc1CC3N(C)CC2,57,364.401,3.3675,64.84,0.0,5.0,4.0,2.0,0.33333334,4.0,27.0,0.0,0.47279066
C#CCOc1cc(/C=C/n2c(C)cc(=O)cc2C)ccc1OC,42,309.365,3.11364,40.46,0.0,3.0,5.0,2.0,0.21052632,2.0,23.0,0.0,0.79685915
C#CCOc1cc(C(=O)Cn2c(C)cc(=O)cc2C)ccc1OC,41,325.364,2.36864,57.53,0.0,4.0,6.0,2.0,0.2631579,2.0,24.0,0.0,0.60425556
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OC)c3)nc(-c3ccccc3)n2)cc1,44,446.506,5.5102,53.47,0.0,5.0,8.0,4.0,0.10344828,4.0,34.0,0.0,0.3341811
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OC)c3)nc(C)n2)cc1,40,384.435,4.15162,53.47,0.0,5.0,7.0,3.0,0.16666667,3.0,29.0,0.0,0.5729525
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OC)c3)nc(N)n2)cc1,41,385.423,3.4254,79.49,1.0,6.0,7.0,3.0,0.13043478,3.0,29.0,0.0,0.62797076
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OCC)c3)nc(-c3ccccc3)n2)cc1,45,460.533,5.9003,53.47,0.0,5.0,9.0,4.0,0.13333334,4.0,35.0,0.0,0.2911782
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OCC)c3)nc(C)n2)cc1,41,398.462,4.54172,53.47,0.0,5.0,8.0,3.0,0.2,3.0,30.0,0.0,0.52155215
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)c(OCC)c3)nc(N)n2)cc1,42,399.45,3.8155,79.49,1.0,6.0,8.0,3.0,0.16666667,3.0,30.0,0.0,0.58037597
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(-c3ccccc3)n2)cc1,33,416.48,5.5016,44.24,0.0,4.0,7.0,4.0,0.071428575,4.0,32.0,0.0,0.37320393
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(C)n2)cc1,30,354.409,4.14302,44.24,0.0,4.0,6.0,3.0,0.13043478,3.0,27.0,0.0,0.6241408
C#CCOc1ccc(-c2cc(-c3ccc(OCC#C)cc3)nc(N)n2)cc1,30,355.397,3.4168,70.26,1.0,5.0,6.0,3.0,0.09090909,3.0,27.0,0.0,0.6862747
C#CCOc1ccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(N)n2)cc1,46,430.508,3.1158,82.73,1.0,7.0,8.0,3.0,0.28,4.0,32.0,0.0,0.5499649
C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(-c3ccccc3)n2)cc1,38,416.48,5.5016,44.24,0.0,4.0,7.0,4.0,0.071428575,4.0,32.0,0.0,0.37320393
C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(C)n2)cc1,37,354.409,4.14302,44.24,0.0,4.0,6.0,3.0,0.13043478,3.0,27.0,0.0,0.6241408
C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(N)n2)cc1,37,355.397,3.4168,70.26,1.0,5.0,6.0,3.0,0.09090909,3.0,27.0,0.0,0.6862747
C#CCOc1ccc(-c2cc(-c3ccccc3OCC#C)nc(-c3ccccc3)n2)cc1,41,416.48,5.5016,44.24,0.0,4.0,7.0,4.0,0.071428575,4.0,32.0,0.0,0.37320393
C#CCOc1ccc(-c2cc(-c3ccccc3OCC#C)nc(C)n2)cc1,40,354.409,4.14302,44.24,0.0,4.0,6.0,3.0,0.13043478,3.0,27.0,0.0,0.6241408
C#CCOc1ccc(-c2cc(-c3ccccc3OCC#C)nc(N)n2)cc1,40,355.397,3.4168,70.26,1.0,5.0,6.0,3.0,0.09090909,3.0,27.0,0.0,0.6862747
C#CCOc1ccc(-c2cc(/C=C\c3ccccc3)ncn2)cc1,41,312.372,4.326,35.01,0.0,3.0,5.0,3.0,0.04761905,3.0,24.0,0.0,0.65789837
C#CCOc1ccc(-c2cc(=O)c3c(Cl)cc(OC)cc3o2)cc1,45,340.762,4.134,48.67,0.0,4.0,4.0,3.0,0.10526316,3.0,24.0,0.0,0.66984504
C#CCOc1ccc(-c2cc(=O)c3c(F)cc(OC)cc3o2)cc1,45,324.307,3.6197,48.67,0.0,4.0,4.0,3.0,0.10526316,3.0,24.0,0.0,0.68786466
C#CCOc1ccc(-c2cc(=O)c3c(O)cc(Cl)cc3o2)cc1,44,326.735,3.831,59.67,1.0,4.0,3.0,3.0,0.055555556,3.0,23.0,0.0,0.74304444
C#CCOc1ccc(-c2cc(=O)c3c(O)cc(F)cc3o2)cc1,45,310.28,3.3167,59.67,1.0,4.0,3.0,3.0,0.055555556,3.0,23.0,0.0,0.75398123
C#CCOc1ccc(-c2cc(=O)c3c(OC)cc(F)cc3o2)cc1,47,324.307,3.6197,48.67,0.0,4.0,4.0,3.0,0.10526316,3.0,24.0,0.0,0.68786466
C#CCOc1ccc(-c2ccc(C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)cc2)cc1,57,480.652,5.755,41.57,1.0,3.0,12.0,3.0,0.34375,4.0,36.0,0.0,0.26490384
C#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,50,357.373,2.1414,87.44,1.0,5.0,4.0,4.0,0.05,4.0,27.0,0.0,0.5655545
C#CCOc1ccc(/C=C2/SC(=O)NC2=O)cc1,35,259.286,2.0225,55.4,1.0,4.0,3.0,1.0,0.07692308,2.0,18.0,0.0,0.66623145
C#CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,35,259.286,2.0225,55.4,1.0,4.0,3.0,1.0,0.07692308,2.0,18.0,0.0,0.66623145
C#CCOc1ccc(/C=C2\SC(=S)NC2=O)cc1,39,275.354,2.1874,38.33,1.0,4.0,3.0,1.0,0.07692308,2.0,18.0,0.0,0.5211941
C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1,52,355.441,4.5716,46.51,1.0,4.0,5.0,3.0,0.2173913,4.0,27.0,0.0,0.41417095
C#CCOc1ccc(C#Cc2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)nc1,69,462.55,2.7561,80.81,1.0,6.0,4.0,2.0,0.32,4.0,33.0,0.0,0.70711
C#CCOc1ccc(C(=O)Nc2cc(F)c(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)nc1,68,446.841,3.0366,98.83,2.0,6.0,6.0,2.0,0.2857143,4.0,31.0,0.0,0.6644348
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)nc1,69,453.474,3.18308,113.39,2.0,7.0,5.0,2.0,0.27272728,4.0,32.0,0.0,0.67257047
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CO)C[C@H]43)c2)nc1,68,458.49,2.6518,109.83,3.0,7.0,6.0,2.0,0.3181818,4.0,32.0,0.0,0.57446426
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)nc1,70,472.517,3.3059,98.83,2.0,7.0,7.0,2.0,0.3478261,4.0,33.0,0.0,0.6002909
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,67,468.382,3.5052,98.83,2.0,6.0,5.0,2.0,0.2857143,3.0,33.0,0.0,0.5171402
C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,68,486.372,3.4548,98.83,2.0,6.0,6.0,2.0,0.2857143,3.0,34.0,0.0,0.48161325
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,66,430.386,2.6788,98.83,2.0,6.0,6.0,2.0,0.2857143,4.0,31.0,0.0,0.68699086
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)NC(=N)N(C)S(=O)(=O)C34CC4)c2)nc1,66,471.514,2.03237,124.48,3.0,6.0,5.0,2.0,0.3181818,4.0,33.0,0.0,0.57347924
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,66,412.396,2.3832,98.83,2.0,6.0,6.0,2.0,0.2857143,4.0,30.0,0.0,0.7101894
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CN(C)S(=O)(=O)C(C)(C)C(=N)N3)c2)nc1,66,487.557,2.32087,124.48,3.0,6.0,5.0,2.0,0.3478261,3.0,34.0,0.0,0.5562749
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,67,450.392,3.3661,98.83,2.0,6.0,5.0,2.0,0.2857143,3.0,32.0,0.0,0.53777605
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]34CCC[C@H]3S(=O)(=O)N(C)C(=N)N4)c2)nc1,70,471.514,2.03237,124.48,3.0,6.0,5.0,2.0,0.3181818,4.0,33.0,0.0,0.57347924
C#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]34COC[C@H]3S(=O)(=O)C(C)(C)C(=N)N4)c2)nc1,71,486.525,1.85297,130.47,3.0,7.0,5.0,2.0,0.3478261,4.0,34.0,0.0,0.5500468
C#CCOc1ccc(C(=O)Nc2ccc3c(c2)[C@@]2(C)NC(=N)N(C)S(=O)(=O)[C@@H]2CCO3)nc1,70,469.523,1.51177,133.71,3.0,7.0,4.0,2.0,0.3181818,4.0,33.0,0.0,0.5781229
C#CCOc1ccc(C(=O)Nc2ccc3c(c2)[C@]2(CCC3)CS(=O)(=O)N(C)C(=N)N2)nc1,67,453.524,1.67707,124.48,3.0,6.0,4.0,2.0,0.3181818,4.0,32.0,0.0,0.6052483
C#CCOc1ccc(C(=O)Nc2ccc3c(c2)[C@]2(CCO3)CS(=O)(=O)N(C)C(=N)N2)nc1,69,455.496,1.12327,133.71,3.0,7.0,4.0,2.0,0.2857143,4.0,32.0,0.0,0.5884792
C#CCOc1ccc(C(=O)Nc2cccc(C)n2)cc1,41,266.3,2.65432,51.22,1.0,3.0,4.0,2.0,0.125,2.0,20.0,0.0,0.865481
C#CCOc1ccc(C(=O)c2ccc(C(=O)NCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)cc1,53,482.533,-0.1913,139.56,5.0,8.0,10.0,2.0,0.3846154,3.0,35.0,0.0,0.17840645
C#CCOc1ccc(C(=O)c2ccc(C(=O)NCc3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)cc2)cc1,70,590.695,6.1143,67.87,1.0,5.0,12.0,4.0,0.24324325,5.0,44.0,0.0,0.15926713
C#CCOc1ccc(C(=O)c2ccc(CN(C)CCC[C@@]3(c4ccc(F)cc4)OCc4cc(C#N)ccc43)cc2)cc1,68,558.653,6.62638,62.56,0.0,5.0,11.0,4.0,0.22222222,5.0,42.0,0.0,0.15284435
C#CCOc1ccc(CCN(CC#C)Cc2cccc(OC)c2OCc2ccccc2)cc1,53,439.555,4.9641,30.93,0.0,4.0,12.0,3.0,0.2413793,3.0,33.0,0.0,0.37323776
C#CCOc1ccc(CN2CCN(c3ccccc3OC)CC2)cc1OC,44,366.461,3.038,34.17,0.0,5.0,7.0,2.0,0.36363637,3.0,27.0,0.0,0.70389086
C#CCOc1ccc(Cl)cc1[C@H]1C[C@@H]1CN,38,235.714,2.4142,35.25,1.0,2.0,4.0,1.0,0.3846154,2.0,16.0,0.0,0.8139297
C#CCOc1ccc(NC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,64,498.627,4.708,66.07,2.0,5.0,10.0,3.0,0.3,4.0,37.0,0.0,0.31318253
C#CCOc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,57,475.298,4.2662,73.47,1.0,4.0,4.0,4.0,0.083333336,5.0,31.0,0.0,0.3537212
C#CCOc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,59,394.383,1.41072,110.77,2.0,6.0,6.0,3.0,0.1904762,3.0,29.0,0.0,0.48314908
C#CCOc1ccc2cc(Cn3cc(O)c(=O)cc3C)c(=O)oc2c1,51,337.331,2.02902,81.67,1.0,5.0,4.0,3.0,0.15789473,3.0,25.0,0.0,0.58181655
C#CCOc1ccc2cc(Cn3ccc(=O)c(O)c3C)c(=O)oc2c1,52,337.331,2.02902,81.67,1.0,5.0,4.0,3.0,0.15789473,3.0,25.0,0.0,0.58181655
C#CCOc1ccc2cc(Cn3ccc(=O)c(O)c3CC)c(=O)oc2c1,54,351.358,2.283,81.67,1.0,5.0,5.0,3.0,0.2,3.0,26.0,0.0,0.56331617
C#CCOc1ccc2cccc(CCNC(C)=O)c2c1,43,267.328,2.5304,38.33,1.0,2.0,5.0,2.0,0.23529412,2.0,20.0,0.0,0.8453965
C#CCOc1ccc2occ(CCNC(C)=O)c2c1,45,257.289,2.1234,51.47,1.0,3.0,5.0,2.0,0.26666668,2.0,19.0,0.0,0.834688
C#CCOc1cccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(C)n2)c1,53,429.52,3.84202,56.71,0.0,6.0,8.0,3.0,0.30769232,4.0,32.0,0.0,0.5073393
C#CCOc1cccc(-c2cc(-c3cccc(OCC#C)c3)nc(-c3ccccc3)n2)c1,34,416.48,5.5016,44.24,0.0,4.0,7.0,4.0,0.071428575,4.0,32.0,0.0,0.37320393
C#CCOc1cccc(-c2cc(-c3cccc(OCC#C)c3)nc(N)n2)c1,33,355.397,3.4168,70.26,1.0,5.0,6.0,3.0,0.09090909,3.0,27.0,0.0,0.6862747
C#CCOc1cccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c1,53,357.373,2.1414,87.44,1.0,5.0,4.0,4.0,0.05,4.0,27.0,0.0,0.5655545
C#CCOc1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,45,289.378,3.4507,12.47,0.0,2.0,2.0,2.0,0.3,4.0,22.0,0.0,0.78519
C#CCOc1cccc2c1-c1cccc3c1[C@@H](C2)N(CCC)CC3,49,317.432,4.2309,12.47,0.0,2.0,4.0,2.0,0.36363637,4.0,24.0,0.0,0.78250206
C#CCOc1ccccc1-c1cc(-c2ccc(Cl)cc2)nc(-c2ccccc2)n1,42,396.877,6.143,35.01,0.0,3.0,5.0,4.0,0.04,4.0,29.0,0.0,0.37970507
C#CCOc1ccccc1-c1cc(-c2ccccc2OCC#C)nc(-c2ccccc2)n1,34,416.48,5.5016,44.24,0.0,4.0,7.0,4.0,0.071428575,4.0,32.0,0.0,0.37320393
C#CCOc1ccccc1-c1cc(-c2ccccc2OCC#C)nc(N)n1,32,355.397,3.4168,70.26,1.0,5.0,6.0,3.0,0.09090909,3.0,27.0,0.0,0.6862747
C#CCOc1cnc(/C(F)=C/c2cc(F)c(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,62,478.496,3.0138,107.53,1.0,7.0,5.0,2.0,0.3181818,3.0,33.0,0.0,0.6623424
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)C(C)(C)S(=O)(=O)[C@@H]3F)c2)cn1,63,478.496,3.1703,107.53,1.0,7.0,5.0,2.0,0.3181818,3.0,33.0,0.0,0.6618106
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)C(C)(C)S(=O)(=O)[C@H]3F)c2)cn1,63,478.496,3.1703,107.53,1.0,7.0,5.0,2.0,0.3181818,3.0,33.0,0.0,0.6618106
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)N(C)S(=O)(=O)C3(C)C)c2)cn1,62,475.521,2.679,110.77,1.0,7.0,5.0,2.0,0.3181818,3.0,33.0,0.0,0.6660117
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)N(C)S(=O)(=O)C34CC4)c2)cn1,66,473.505,2.433,110.77,1.0,7.0,5.0,2.0,0.3181818,4.0,33.0,0.0,0.6681405
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)OC[C@@H]3OCC(F)(F)F)c2)cn1,69,482.409,3.6029,91.85,1.0,7.0,7.0,2.0,0.3181818,3.0,34.0,0.0,0.4791397
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,68,437.475,3.65428,97.18,1.0,7.0,5.0,2.0,0.27272728,4.0,31.0,0.0,0.7174143
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,71,483.544,3.2189,93.7,1.0,7.0,6.0,2.0,0.33333334,4.0,34.0,0.0,0.63451016
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,77,525.581,2.9895,102.93,1.0,8.0,6.0,2.0,0.3846154,5.0,37.0,0.0,0.57870615
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOC[C@H]5C)C[C@H]43)c2)cn1,83,539.608,3.378,102.93,1.0,8.0,6.0,2.0,0.4074074,5.0,38.0,0.0,0.5617375
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@@H](F)C5)C[C@H]43)c2)cn1,77,527.572,3.7011,93.7,1.0,7.0,6.0,2.0,0.3846154,5.0,37.0,0.0,0.57622874
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@H](F)C5)C[C@H]43)c2)cn1,77,527.572,3.7011,93.7,1.0,7.0,6.0,2.0,0.3846154,5.0,37.0,0.0,0.57622874
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5[C@H]6COC[C@@H]5COC6)C[C@H]43)c2)cn1,77,567.618,2.7569,112.16,1.0,9.0,6.0,2.0,0.42857143,6.0,40.0,0.0,0.5308364
C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)NC)C[C@H]43)c2)cn1,71,469.517,2.8767,102.49,2.0,7.0,6.0,2.0,0.3043478,4.0,33.0,0.0,0.63109976
